campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,ctr,conversion_rate,roas_calc
541518,Flash Sale,2024-08-29,Premium,Social Media,8702,482,16,2710.84,7386.55,1.91,0.05538956561709952,0.03319502074688797,2.724819613108852
665101,Membership Drive,2024-08-29,All,Email,3334,778,61,3179.73,6061.9,2.34,0.23335332933413316,0.07840616966580977,1.9064197274611365
531087,Category Promotion,2024-08-29,All,App,2945,321,74,2394.67,9955.62,3.24,0.10899830220713073,0.23052959501557632,4.15740791006694
908997,App Push Notification,2024-08-29,Premium,Email,9581,853,40,2550.54,3123.29,2.28,0.08903037261246216,0.04689331770222743,1.224560289193661
598433,Email Campaign,2024-08-29,Inactive,App,9065,223,11,3967.19,9624.43,3.36,0.024600110314396028,0.04932735426008968,2.426006820948833
261172,Referral Program,2024-08-29,Premium,Email,8368,730,70,2215.08,6530.38,3.33,0.08723709369024857,0.0958904109589041,2.9481463423442946
106560,New User Discount,2024-08-28,Premium,Social Media,6236,987,51,1731.08,6403.47,3.15,0.1582745349583066,0.05167173252279635,3.699118469394829
597318,Weekend Special,2024-08-28,Inactive,SMS,3845,681,63,3576.19,7355.25,1.84,0.17711313394018205,0.09251101321585903,2.056727970270036
154974,Festival Offer,2024-08-28,Premium,Email,6260,301,55,4906.43,6597.35,2.74,0.048083067092651754,0.18272425249169436,1.3446334707720278
235562,Flash Sale,2024-08-28,All,Email,9389,631,93,3591.5,8002.71,2.41,0.06720630525082544,0.1473851030110935,2.228236113044689
746461,Membership Drive,2024-08-28,All,Email,9294,679,28,4134.06,6930.78,2.51,0.07305788680869378,0.041237113402061855,1.6765068721789231
799372,Category Promotion,2024-08-28,Inactive,Social Media,5214,305,65,3484.05,4879.82,2.62,0.058496355964710395,0.21311475409836064,1.400617097917653
947076,App Push Notification,2024-08-28,Inactive,SMS,6307,711,29,1798.32,5753.52,3.96,0.11273188520691295,0.040787623066104076,3.199386093687442
999377,Email Campaign,2024-08-28,All,App,2864,622,55,4677.7,9655.34,2.98,0.21717877094972068,0.08842443729903537,2.0641212561729056
131812,Referral Program,2024-08-28,All,SMS,6496,848,33,2903.65,7677.6,3.63,0.13054187192118227,0.03891509433962264,2.644120331307148
530544,New User Discount,2024-08-27,All,Social Media,3093,617,72,3554.17,4852.48,2.24,0.19948270287746525,0.1166936790923825,1.3652920372407622
523856,Weekend Special,2024-08-27,New Users,SMS,4391,161,85,1227.47,4816.83,1.96,0.036665907538146206,0.5279503105590062,3.9241936666476573
143504,Festival Offer,2024-08-27,New Users,SMS,1800,452,49,4981.39,3726.88,3.92,0.2511111111111111,0.1084070796460177,0.7481606539540169
429784,Flash Sale,2024-08-27,Inactive,App,5652,853,84,4147.33,8378.42,3.86,0.15092002830856335,0.0984759671746776,2.020196126182387
113886,Membership Drive,2024-08-27,Inactive,Social Media,7705,260,66,2509.56,9138.94,2.93,0.03374432186891629,0.25384615384615383,3.6416503291413638
742481,Category Promotion,2024-08-27,Premium,App,1273,428,29,2093.15,4304.91,2.76,0.3362136684996072,0.06775700934579439,2.0566657907937795
519542,App Push Notification,2024-08-27,Inactive,SMS,3973,156,42,2188.12,2486.77,2.1,0.039265039013340046,0.2692307692307692,1.1364870299617937
399975,Email Campaign,2024-08-27,New Users,Email,3972,780,27,4831.74,3627.61,1.85,0.19637462235649547,0.03461538461538462,0.7507875009830828
793282,Referral Program,2024-08-27,New Users,Social Media,5858,798,37,2687.45,2933.79,3.12,0.13622396722430863,0.046365914786967416,1.0916631007088504
915778,New User Discount,2024-08-26,All,App,5146,654,23,2536.68,6382.49,3.81,0.12708900116595415,0.035168195718654434,2.516080073166501
233466,Weekend Special,2024-08-26,New Users,App,4273,385,60,3909.24,8375.42,1.64,0.0901006318745612,0.15584415584415584,2.1424675896082106
930068,Festival Offer,2024-08-26,All,App,4551,784,97,2272.7,8028.78,2.13,0.17226983080641617,0.12372448979591837,3.5327055924671096
694681,Flash Sale,2024-08-26,All,Social Media,3665,203,78,1299.03,3399.25,3.97,0.05538881309686221,0.3842364532019704,2.6167601979938877
157009,Membership Drive,2024-08-26,Premium,SMS,2895,674,92,4700.08,3078.73,2.33,0.23281519861830743,0.13649851632047477,0.6550377865908665
196230,Category Promotion,2024-08-26,Inactive,Social Media,1081,341,64,2083.5,8567.09,2.59,0.3154486586493987,0.187683284457478,4.111874250059995
654429,App Push Notification,2024-08-26,Premium,Social Media,9492,448,85,2228.51,2847.47,2.32,0.0471976401179941,0.18973214285714285,1.277746117360927
132669,Email Campaign,2024-08-26,Premium,SMS,1673,1000,60,2285.82,2338.4,3.72,0.5977286312014346,0.06,1.0230026861257666
145503,Referral Program,2024-08-26,Premium,Email,4754,206,55,2813.13,7425.56,3.36,0.04333193100546908,0.2669902912621359,2.639607838955185
22459,New User Discount,2024-08-25,All,App,7793,427,30,4221.53,6827.3,3.93,0.05479276273578853,0.0702576112412178,1.6172572503334102
261354,Weekend Special,2024-08-25,New Users,Social Media,4303,543,42,3544.24,6050.64,2.83,0.12619102951429234,0.07734806629834254,1.7071755863034108
258273,Festival Offer,2024-08-25,Inactive,Email,6169,549,37,3100.54,2341.72,3.56,0.08899335386610471,0.06739526411657559,0.7552619866216852
32575,Flash Sale,2024-08-25,Inactive,Social Media,2083,323,26,3018.5,5970.93,3.32,0.15506481036965913,0.0804953560371517,1.978111644856717
176026,Membership Drive,2024-08-25,Premium,Email,3563,833,82,2371.45,9832.7,2.44,0.2337917485265226,0.09843937575030012,4.1462818107065305
192426,Category Promotion,2024-08-25,Inactive,App,1189,735,46,2554.76,2730.5,3.18,0.6181665264928511,0.06258503401360545,1.0687892404766004
868612,App Push Notification,2024-08-25,New Users,Email,9760,825,80,1543.32,9270.58,2.5,0.08452868852459017,0.09696969696969697,6.0069071871031285
91435,Email Campaign,2024-08-25,Premium,Email,8094,411,13,1047.19,6583.72,2.43,0.05077835433654559,0.031630170316301706,6.287034826535777
243,Referral Program,2024-08-25,Premium,Email,2480,639,53,3641.18,5970.43,3.99,0.25766129032258067,0.08294209702660407,1.639696472022806
571654,New User Discount,2024-08-24,All,SMS,8814,389,79,4948.12,9950.16,1.86,0.04413433174495121,0.20308483290488433,2.010897067977333
481541,Weekend Special,2024-08-24,New Users,Email,6351,682,51,1795.71,6040.66,3.6,0.10738466383246732,0.0747800586510264,3.3639396116299403
795336,Festival Offer,2024-08-24,All,Email,2624,178,38,2470.27,9543.06,3.71,0.06783536585365854,0.21348314606741572,3.8631647552696666
964221,Flash Sale,2024-08-24,All,App,2780,224,43,2319.67,3148.2,1.98,0.08057553956834532,0.19196428571428573,1.357175805179185
540439,Membership Drive,2024-08-24,All,App,5242,223,99,1680.27,3440.57,2.65,0.04254101487981687,0.4439461883408072,2.0476292500610023
128968,Category Promotion,2024-08-24,Premium,App,7657,302,38,1678.27,6093.93,2.47,0.03944103434765574,0.12582781456953643,3.6310784319567175
861794,App Push Notification,2024-08-24,Premium,Email,3989,167,46,1339.93,9062.97,2.43,0.041865129105038854,0.2754491017964072,6.763763778704857
334651,Email Campaign,2024-08-24,New Users,Social Media,9209,463,21,4637.81,4297.99,1.53,0.05027690302964491,0.04535637149028078,0.9267283480780798
544173,Referral Program,2024-08-24,Premium,App,1403,661,93,3792.42,6555.98,3.21,0.47113328581610836,0.14069591527987896,1.728706208700513
995734,New User Discount,2024-08-23,Premium,Email,9044,924,55,2419.76,2716.64,2.36,0.1021671826625387,0.05952380952380952,1.1226898535391938
685200,Weekend Special,2024-08-23,New Users,Social Media,6738,567,18,2683.84,2645.4,4.0,0.08414959928762245,0.031746031746031744,0.9856772385835221
18141,Festival Offer,2024-08-23,Premium,Social Media,7323,298,93,2738.0,4515.64,3.0,0.04069370476580637,0.31208053691275167,1.649247626004383
367221,Flash Sale,2024-08-23,New Users,Social Media,7196,315,53,3064.54,3459.03,1.78,0.04377431906614786,0.16825396825396827,1.1287273130714561
658145,Membership Drive,2024-08-23,New Users,Email,7801,320,62,4400.05,9731.72,2.25,0.0410203820023074,0.19375,2.2117294121657705
917306,Category Promotion,2024-08-23,New Users,App,6000,247,89,1802.4,3175.08,3.26,0.041166666666666664,0.3603238866396761,1.7615845539280957
609687,App Push Notification,2024-08-23,Inactive,Social Media,3042,220,35,4897.47,6835.03,1.92,0.07232084155161078,0.1590909090909091,1.3956246796815497
552004,Email Campaign,2024-08-23,All,Email,2911,559,95,3573.55,4533.25,2.02,0.19203023016145654,0.16994633273703041,1.2685564774523932
391939,Referral Program,2024-08-23,Premium,Email,6262,694,32,4026.13,7182.83,3.29,0.11082721175343341,0.04610951008645533,1.784053172649666
664533,New User Discount,2024-08-22,Inactive,Social Media,6188,610,73,2648.08,5985.68,2.19,0.09857789269553975,0.11967213114754098,2.260384882631945
926570,Weekend Special,2024-08-22,Premium,Social Media,5255,988,71,3283.04,3220.0,1.8,0.18801141769743102,0.07186234817813765,0.9807982845167893
913744,Festival Offer,2024-08-22,All,Social Media,5031,698,92,3439.36,3706.15,3.5,0.1387398131584178,0.1318051575931232,1.077569664123558
681774,Flash Sale,2024-08-22,New Users,Email,8711,282,96,2239.55,3545.06,2.28,0.03237286189874871,0.3404255319148936,1.5829340715768792
863138,Membership Drive,2024-08-22,New Users,Email,4617,718,38,1529.18,5291.55,3.72,0.1555122373835824,0.052924791086350974,3.4603839966518004
641708,Category Promotion,2024-08-22,Premium,Email,1587,657,50,3963.66,8755.82,2.38,0.41398865784499056,0.076103500761035,2.2090239828845055
10707,App Push Notification,2024-08-22,New Users,Social Media,3887,279,83,2882.64,3331.15,1.89,0.07177772060715204,0.2974910394265233,1.1555900147087392
167036,Email Campaign,2024-08-22,Inactive,Email,4812,637,95,1151.52,6441.58,3.6,0.1323773898586866,0.14913657770800628,5.593980130609976
414240,Referral Program,2024-08-22,New Users,App,9760,904,67,1993.79,9612.58,3.38,0.09262295081967213,0.07411504424778761,4.8212600123383105
655591,New User Discount,2024-08-21,Premium,Social Media,3997,175,46,4506.06,9413.23,3.37,0.043782837127845885,0.26285714285714284,2.0890156811050007
214126,Weekend Special,2024-08-21,New Users,Social Media,1911,322,20,3355.16,4343.0,1.88,0.1684981684981685,0.062111801242236024,1.294424110921685
849043,Festival Offer,2024-08-21,Premium,SMS,1017,555,75,1097.9,3816.51,3.58,0.5457227138643068,0.13513513513513514,3.476190909918936
758649,Flash Sale,2024-08-21,Premium,Social Media,6952,600,81,2882.36,3146.54,3.76,0.08630609896432681,0.135,1.09165406125536
643133,Membership Drive,2024-08-21,Inactive,SMS,9138,616,30,4831.86,2630.68,1.63,0.06741081199387175,0.048701298701298704,0.5444445824175369
364794,Category Promotion,2024-08-21,Premium,Email,3456,840,64,2940.5,6315.99,2.94,0.24305555555555555,0.0761904761904762,2.14793062404353
763730,App Push Notification,2024-08-21,All,App,1254,536,83,1877.51,2421.68,1.97,0.4274322169059011,0.15485074626865672,1.2898360061997005
479615,Email Campaign,2024-08-21,All,Social Media,3825,833,42,2206.95,8674.76,2.92,0.21777777777777776,0.05042016806722689,3.9306554294388185
674595,Referral Program,2024-08-21,All,Email,6929,386,81,2279.44,3972.66,1.53,0.05570789435705008,0.20984455958549222,1.7428227985821079
26843,New User Discount,2024-08-20,Inactive,Email,2314,983,72,3316.6,4068.95,2.09,0.4248055315471046,0.07324516785350967,1.22684375565338
910163,Weekend Special,2024-08-20,All,SMS,4131,888,48,3114.93,8649.78,2.37,0.214960058097313,0.05405405405405406,2.776877811058355
705483,Festival Offer,2024-08-20,Inactive,Social Media,3478,436,46,1245.46,2706.45,3.05,0.12535940195514664,0.10550458715596331,2.173052526777255
710085,Flash Sale,2024-08-20,Premium,App,5250,778,70,3036.32,7028.45,1.57,0.14819047619047618,0.08997429305912596,2.3147922485113557
195392,Membership Drive,2024-08-20,Inactive,App,2018,621,31,1872.63,7240.22,3.34,0.30773042616451934,0.0499194847020934,3.866337717541639
10907,Category Promotion,2024-08-20,All,SMS,8100,606,19,1790.86,3124.92,3.68,0.07481481481481482,0.03135313531353135,1.7449270183040553
536852,App Push Notification,2024-08-20,New Users,SMS,6864,496,28,3701.18,7088.25,1.94,0.07226107226107226,0.056451612903225805,1.9151324712659208
342908,Email Campaign,2024-08-20,All,Social Media,9847,686,92,2377.72,6406.71,2.4,0.06966588808774246,0.13411078717201166,2.694476220917518
456999,Referral Program,2024-08-20,Inactive,Social Media,4991,167,76,2636.96,2751.97,2.73,0.033460228411140054,0.4550898203592814,1.0436146168315028
112950,New User Discount,2024-08-19,Premium,Email,1695,476,40,4890.05,9414.42,3.72,0.2808259587020649,0.08403361344537816,1.9252195785319168
728495,Weekend Special,2024-08-19,New Users,SMS,4649,110,53,3637.97,7024.83,2.43,0.023661002366100237,0.4818181818181818,1.9309752416869848
566356,Festival Offer,2024-08-19,Premium,Social Media,3235,909,65,2047.7,4206.84,2.07,0.2809891808346213,0.07150715071507151,2.0544220344777067
252419,Flash Sale,2024-08-19,Inactive,Social Media,9745,879,39,1245.98,3051.63,2.52,0.09020010261672652,0.04436860068259386,2.4491805646960625
563651,Membership Drive,2024-08-19,Inactive,Social Media,7031,316,10,1850.67,4712.77,3.03,0.0449438202247191,0.03164556962025317,2.546520989695624
363017,Category Promotion,2024-08-19,Inactive,Email,5109,564,10,1921.9,4834.74,1.98,0.1103934233705226,0.01773049645390071,2.5156043498621155
66048,App Push Notification,2024-08-19,New Users,SMS,2693,566,24,2435.35,9907.63,2.76,0.21017452655031563,0.04240282685512368,4.068257129365389
197525,Email Campaign,2024-08-19,All,SMS,8042,852,99,3420.16,2019.53,3.4,0.10594379507585178,0.11619718309859155,0.590478223241018
76048,Referral Program,2024-08-19,All,Email,6442,145,100,3211.44,4547.59,2.33,0.022508537721204595,0.6896551724137931,1.4160594624218419
52679,New User Discount,2024-08-18,Inactive,Email,8630,536,76,4773.79,2879.94,3.77,0.06210892236384705,0.1417910447761194,0.60328166928164
176733,Weekend Special,2024-08-18,Inactive,Email,2270,735,37,3626.83,9659.02,3.16,0.3237885462555066,0.050340136054421766,2.6632127781009864
476080,Festival Offer,2024-08-18,Premium,Email,9612,745,92,2067.79,8478.72,2.33,0.07750728256346234,0.12348993288590604,4.100377697928706
118821,Flash Sale,2024-08-18,All,SMS,6409,219,26,2019.68,3815.11,3.89,0.03417069745670152,0.1187214611872146,1.8889675592173019
731878,Membership Drive,2024-08-18,Inactive,SMS,7769,532,22,2417.86,2882.53,2.96,0.068477281503411,0.041353383458646614,1.192182343063701
978000,Category Promotion,2024-08-18,All,Social Media,2526,517,16,2633.52,7624.27,1.99,0.2046714172604909,0.030947775628626693,2.895087183693308
3883,App Push Notification,2024-08-18,All,Social Media,3225,571,60,2012.46,3227.28,3.41,0.17705426356589146,0.10507880910683012,1.6036492650785605
500802,Email Campaign,2024-08-18,All,SMS,2333,319,17,4899.52,8858.98,2.86,0.1367338191170167,0.05329153605015674,1.8081322251975702
557237,Referral Program,2024-08-18,New Users,SMS,7890,835,100,3761.84,2919.05,2.5,0.10583016476552598,0.11976047904191617,0.775963358356549
252304,New User Discount,2024-08-17,New Users,SMS,7746,731,89,4497.43,8535.3,3.85,0.0943712884069197,0.12175102599179206,1.897817197821867
594455,Weekend Special,2024-08-17,New Users,SMS,3752,188,36,2833.54,6982.23,1.91,0.050106609808102345,0.19148936170212766,2.4641367335559052
772069,Festival Offer,2024-08-17,Inactive,Email,1785,472,25,4548.31,7995.06,3.45,0.26442577030812325,0.05296610169491525,1.7578089444211147
908122,Flash Sale,2024-08-17,Premium,SMS,8772,850,42,1110.2,6051.24,3.13,0.09689922480620156,0.04941176470588235,5.450585480093676
414315,Membership Drive,2024-08-17,Premium,Social Media,1484,995,86,3474.26,3391.55,2.85,0.6704851752021563,0.0864321608040201,0.9761934915636711
192038,Category Promotion,2024-08-17,All,SMS,3954,561,21,2906.44,2124.2,3.85,0.1418816388467375,0.0374331550802139,0.7308597459434909
232926,App Push Notification,2024-08-17,Premium,SMS,8650,911,26,1391.03,8788.92,2.01,0.10531791907514451,0.02854006586169045,6.318282136258744
335810,Email Campaign,2024-08-17,Inactive,Social Media,8492,815,31,3799.69,9221.25,3.76,0.09597268016957136,0.03803680981595092,2.426842716116315
113620,Referral Program,2024-08-17,Inactive,App,8545,119,61,3006.08,7090.68,3.6,0.013926272674078408,0.5126050420168067,2.3587795401319993
497133,New User Discount,2024-08-16,Inactive,App,2300,864,68,3960.94,7090.09,2.52,0.37565217391304345,0.0787037037037037,1.7900018682433967
180434,Weekend Special,2024-08-16,All,Email,8695,565,51,1619.3,7207.55,2.57,0.06497987349051179,0.09026548672566372,4.451028222071265
941443,Festival Offer,2024-08-16,Premium,App,4664,962,90,4788.16,7782.72,2.61,0.2062607204116638,0.09355509355509356,1.6254093430461807
490074,Flash Sale,2024-08-16,Premium,Email,2510,849,67,2284.0,6449.76,2.13,0.33824701195219126,0.07891637220259129,2.823887915936953
395559,Membership Drive,2024-08-16,Inactive,SMS,1633,897,61,4643.51,9680.75,3.89,0.5492957746478874,0.06800445930880714,2.084791461631395
468357,Category Promotion,2024-08-16,Premium,SMS,3870,540,26,1014.91,3603.29,1.58,0.13953488372093023,0.04814814814814815,3.5503542186006642
169017,App Push Notification,2024-08-16,Premium,Social Media,4044,852,48,4957.13,5282.71,3.64,0.21068249258160238,0.056338028169014086,1.065679132885359
810545,Email Campaign,2024-08-16,Premium,App,8605,163,71,1401.29,2220.55,3.93,0.0189424753050552,0.43558282208588955,1.5846470038321834
69822,Referral Program,2024-08-16,Premium,Email,4976,380,59,1090.23,8581.79,3.24,0.07636655948553055,0.15526315789473685,7.871540867523367
880536,New User Discount,2024-08-15,Inactive,App,3083,405,97,1672.44,6980.73,2.21,0.1313655530327603,0.23950617283950618,4.173979335581545
870316,Weekend Special,2024-08-15,All,App,6731,431,65,4181.21,3822.0,2.56,0.0640320903283316,0.15081206496519722,0.9140894621413419
821052,Festival Offer,2024-08-15,New Users,Social Media,4762,783,76,4042.22,5864.52,3.13,0.16442671146577068,0.0970625798212005,1.4508166304654375
658634,Flash Sale,2024-08-15,New Users,Social Media,5152,532,54,1398.81,5169.91,2.74,0.10326086956521739,0.10150375939849623,3.6959344013840334
514491,Membership Drive,2024-08-15,Premium,Email,5792,873,95,1508.71,2499.39,3.7,0.15072513812154695,0.10882016036655212,1.6566404411715967
751261,Category Promotion,2024-08-15,Inactive,SMS,2604,504,85,3993.12,9754.05,1.92,0.1935483870967742,0.16865079365079366,2.4427139680250027
130406,App Push Notification,2024-08-15,New Users,App,2357,728,76,2693.79,5133.79,2.54,0.30886720407297413,0.1043956043956044,1.9057870138355255
100662,Email Campaign,2024-08-15,Premium,Email,6964,666,78,2175.87,3727.82,2.2,0.09563469270534176,0.11711711711711711,1.713254927913892
317552,Referral Program,2024-08-15,Premium,Social Media,6094,947,84,3780.03,4986.89,1.9,0.15539875287167706,0.08870116156282999,1.3192725983656215
514027,New User Discount,2024-08-14,New Users,Email,3562,965,10,2188.31,5898.28,3.77,0.27091521617069064,0.010362694300518135,2.695358518674228
30737,Weekend Special,2024-08-14,Inactive,Email,6818,180,62,3922.65,8681.94,1.54,0.026400704018773834,0.34444444444444444,2.2132843868303316
558207,Festival Offer,2024-08-14,Premium,App,8104,522,92,1024.47,4315.84,3.17,0.06441263573543929,0.17624521072796934,4.212753911778774
270439,Flash Sale,2024-08-14,Inactive,Social Media,5163,985,90,4990.83,9226.6,1.8,0.19078055394150686,0.09137055837563451,1.8487105351214128
823839,Membership Drive,2024-08-14,Premium,SMS,1287,428,19,1630.81,7926.1,3.57,0.33255633255633255,0.04439252336448598,4.860222834051791
921253,Category Promotion,2024-08-14,All,Social Media,1556,768,89,2359.71,6934.27,3.76,0.493573264781491,0.11588541666666667,2.938611100516589
580558,App Push Notification,2024-08-14,Inactive,Email,6278,150,38,1668.33,6084.29,3.85,0.023892959541255178,0.25333333333333335,3.64693435950921
131786,Email Campaign,2024-08-14,All,App,6510,979,75,3836.38,6042.58,1.56,0.15038402457757297,0.07660878447395301,1.575073376464271
212925,Referral Program,2024-08-14,All,App,8953,646,28,3978.77,9632.0,2.2,0.07215458505528873,0.043343653250773995,2.420848654232338
740409,New User Discount,2024-08-13,New Users,SMS,5636,723,15,4337.02,6030.66,1.7,0.12828246983676367,0.02074688796680498,1.3905077680066034
601671,Weekend Special,2024-08-13,New Users,App,6912,692,44,2465.16,5176.52,3.72,0.10011574074074074,0.06358381502890173,2.0998718135942496
142246,Festival Offer,2024-08-13,New Users,Social Media,4322,323,26,1001.85,9085.03,3.92,0.07473391948172142,0.0804953560371517,9.068253730598393
985363,Flash Sale,2024-08-13,New Users,SMS,9681,427,46,1231.93,7599.83,3.36,0.044107013738250184,0.10772833723653395,6.169043695664526
993235,Membership Drive,2024-08-13,Inactive,Social Media,7419,570,45,1333.99,7418.99,2.88,0.07682976142337242,0.07894736842105263,5.561503459546174
790173,Category Promotion,2024-08-13,New Users,Social Media,6503,617,12,4344.13,9416.52,2.83,0.09487928648316162,0.019448946515397084,2.167642312730052
822459,App Push Notification,2024-08-13,New Users,App,4705,934,47,3029.71,6220.46,3.58,0.19851222104144528,0.05032119914346895,2.053153602159943
441866,Email Campaign,2024-08-13,All,SMS,2088,923,77,4932.54,8966.39,3.8,0.4420498084291188,0.08342361863488625,1.8178038089909052
681546,Referral Program,2024-08-13,New Users,SMS,7803,287,48,1408.86,9274.86,3.39,0.03678072536204024,0.1672473867595819,6.583237511179252
702423,New User Discount,2024-08-12,Inactive,Social Media,6709,153,100,2831.24,9694.16,1.97,0.022805187062155313,0.6535947712418301,3.4239979655557287
784022,Weekend Special,2024-08-12,Inactive,Email,7626,863,47,4048.88,3729.9,2.12,0.11316548649357461,0.054461181923522596,0.9212177194680998
194212,Festival Offer,2024-08-12,Inactive,Social Media,5986,968,70,2878.81,8007.86,1.9,0.16171065820247243,0.07231404958677685,2.781656309377833
432274,Flash Sale,2024-08-12,Premium,Social Media,7845,928,29,3726.48,7618.08,3.91,0.1182919056724028,0.03125,2.0443099117666
322036,Membership Drive,2024-08-12,All,SMS,6489,337,45,1853.35,7939.58,3.07,0.05193404222530436,0.13353115727002968,4.283907518817277
407656,Category Promotion,2024-08-12,All,Social Media,4831,230,86,3639.17,4216.04,2.21,0.047609190643759056,0.3739130434782609,1.1585169145711796
992418,App Push Notification,2024-08-12,Inactive,App,2399,747,41,2068.79,8433.09,3.89,0.3113797415589829,0.05488621151271754,4.076339309451418
749336,Email Campaign,2024-08-12,Premium,Social Media,2256,452,75,1360.78,7033.73,3.72,0.20035460992907803,0.16592920353982302,5.168895780361263
78129,Referral Program,2024-08-12,New Users,App,6191,486,51,2833.88,2014.46,2.8,0.07850104991116136,0.10493827160493827,0.7108487303626124
795641,New User Discount,2024-08-11,All,Email,8953,306,21,3183.75,2988.69,2.37,0.03417848765776835,0.06862745098039216,0.9387326266195525
396373,Weekend Special,2024-08-11,New Users,Social Media,4742,102,79,3817.42,9179.8,3.34,0.021509911429776464,0.7745098039215687,2.404713130858014
180390,Festival Offer,2024-08-11,All,App,7727,508,76,2957.52,4549.55,1.85,0.06574349682929986,0.14960629921259844,1.5382989802266764
514528,Flash Sale,2024-08-11,New Users,App,2460,611,21,4485.09,5364.8,2.59,0.2483739837398374,0.03436988543371522,1.1961409915966013
709720,Membership Drive,2024-08-11,Inactive,Social Media,4972,150,85,4745.79,9073.17,2.45,0.030168946098149636,0.5666666666666667,1.9118355426599154
953779,Category Promotion,2024-08-11,Inactive,Email,1149,577,80,3747.77,9049.95,3.76,0.5021758050478677,0.1386481802426343,2.414755974886399
711295,App Push Notification,2024-08-11,Premium,Social Media,5954,424,71,4162.18,4796.18,3.25,0.07121263016459523,0.16745283018867924,1.152324022507436
136965,Email Campaign,2024-08-11,Inactive,App,2916,467,68,2963.32,6983.76,3.18,0.16015089163237312,0.145610278372591,2.3567350134308813
978129,Referral Program,2024-08-11,Inactive,Email,7715,849,30,1562.14,6412.07,2.59,0.1100453661697991,0.0353356890459364,4.104670516086906
203187,New User Discount,2024-08-10,Inactive,App,3978,941,67,4658.08,2872.11,2.19,0.23655103066867772,0.07120085015940489,0.616586662315804
653448,Weekend Special,2024-08-10,Premium,Social Media,9035,399,58,3491.99,5785.67,2.04,0.044161593801881574,0.14536340852130325,1.6568403689586741
523526,Festival Offer,2024-08-10,Premium,App,5593,813,74,1420.1,8602.45,2.26,0.14536027176828178,0.0910209102091021,6.057636786141822
388700,Flash Sale,2024-08-10,Inactive,Email,7399,319,53,3045.31,5622.31,3.65,0.043113934315448035,0.16614420062695925,1.8462192683175114
796593,Membership Drive,2024-08-10,New Users,SMS,6359,967,91,1743.04,5445.9,2.44,0.15206793520993866,0.09410548086866598,3.124368918670828
899116,Category Promotion,2024-08-10,All,App,8372,479,24,2906.11,4989.33,2.68,0.05721452460582895,0.05010438413361169,1.7168414134358299
453389,App Push Notification,2024-08-10,Inactive,Social Media,6273,892,64,3483.92,2110.23,2.62,0.1421967160848079,0.07174887892376682,0.6057056419205952
968824,Email Campaign,2024-08-10,Premium,Email,4086,749,42,2136.35,7400.54,2.66,0.18330885952031326,0.056074766355140186,3.464104664497859
129388,Referral Program,2024-08-10,All,Social Media,5066,252,97,4515.12,4460.76,3.08,0.049743387287801026,0.38492063492063494,0.9879604528783289
260074,New User Discount,2024-08-09,All,App,8282,621,84,3813.19,3202.13,3.82,0.07498188843274571,0.13526570048309178,0.8397509696605729
963173,Weekend Special,2024-08-09,All,App,3672,241,31,1484.63,2577.67,1.73,0.0656318082788671,0.12863070539419086,1.7362373116534084
977799,Festival Offer,2024-08-09,Premium,SMS,1594,289,55,4377.58,8269.59,2.4,0.18130489335006272,0.1903114186851211,1.8890779837261684
884280,Flash Sale,2024-08-09,All,Email,8045,829,92,3368.75,5542.24,3.28,0.10304536979490367,0.11097708082026538,1.6451918367346938
816320,Membership Drive,2024-08-09,Inactive,Email,6129,389,27,3852.56,5183.14,3.9,0.06346875509871104,0.06940874035989718,1.345375542496418
669170,Category Promotion,2024-08-09,Inactive,Email,8144,848,11,2249.31,2250.44,2.3,0.10412573673870335,0.012971698113207548,1.0005023762842828
772988,App Push Notification,2024-08-09,Premium,Social Media,1861,698,39,2007.9,7919.96,2.84,0.3750671681891456,0.055873925501432664,3.9443996214950943
460602,Email Campaign,2024-08-09,All,SMS,6683,736,69,2693.65,8936.06,3.32,0.11013018105641179,0.09375,3.31745401221391
3131,Referral Program,2024-08-09,Inactive,Email,8623,201,11,3056.1,6057.81,2.94,0.023309752986199698,0.05472636815920398,1.9822028074997549
420987,New User Discount,2024-08-08,New Users,Email,8301,204,35,4919.38,8932.29,3.4,0.024575352367184677,0.1715686274509804,1.8157349096837407
77548,Weekend Special,2024-08-08,All,App,2425,467,25,2054.77,5294.5,1.68,0.19257731958762886,0.05353319057815846,2.576687415136487
473121,Festival Offer,2024-08-08,Premium,Social Media,9020,801,60,1907.55,9281.62,1.56,0.08880266075388027,0.0749063670411985,4.865728290215198
486618,Flash Sale,2024-08-08,Premium,App,4476,180,94,3607.25,3592.43,3.09,0.040214477211796246,0.5222222222222223,0.9958916071799847
569092,Membership Drive,2024-08-08,All,Social Media,7919,171,55,4968.16,9645.78,3.61,0.02159363556004546,0.3216374269005848,1.941519596792374
190944,Category Promotion,2024-08-08,Inactive,SMS,7803,155,85,1334.53,4418.33,3.71,0.0198641548122517,0.5483870967741935,3.3107760784695737
101610,App Push Notification,2024-08-08,Inactive,SMS,3940,237,20,4125.25,7838.27,1.68,0.06015228426395939,0.08438818565400844,1.9000715108175263
774901,Email Campaign,2024-08-08,New Users,Social Media,8759,124,77,3080.45,3572.36,2.2,0.014156867222285648,0.6209677419354839,1.1596877079647456
