order_id,customer_id,order_date,order_date_only,payment_method,store_id,delivery_partner_id,delivery_status,order_total
50845914,54893418,2023-04-09 04:18:56,2023-04-09,Card,4686,95031,On Time,3226.44
9766990467,48358028,2023-06-30 08:18:31,2023-06-30,Card,1055,18483,Slightly Delayed,186.08
4215602937,66499992,2023-10-04 05:29:08,2023-10-04,Wallet,3629,38381,On Time,1607.2
238484255,73869823,2024-04-11 04:03:43,2024-04-11,Cash,4132,87590,On Time,4305.06
3293988248,89986926,2024-09-29 07:44:45,2024-09-29,Wallet,7964,19751,Significantly Delayed,1519.45
5296157775,99231937,2024-07-27 10:24:02,2024-07-27,Wallet,179,68713,On Time,1565.22
1143489067,21432404,2023-09-14 17:01:41,2023-09-14,UPI,7002,68548,On Time,424.61
8524452029,40986000,2023-11-07 01:00:32,2023-11-07,Cash,2092,65655,Slightly Delayed,4191.3
4256779885,88745052,2023-06-01 17:29:29,2023-06-01,Cash,5924,71100,On Time,1740.54
7744686996,72946405,2023-09-27 21:39:59,2023-09-27,Cash,5748,4886,Significantly Delayed,1798.56
5427462399,41647393,2024-06-21 13:57:00,2024-06-21,Wallet,62,87698,On Time,2098.17
8596751747,66359719,2024-03-09 06:33:08,2024-03-09,Card,4678,95854,On Time,2462.18
4746468643,15144290,2023-08-17 19:31:04,2023-08-17,UPI,7914,5235,On Time,3206.64
3010047327,5716817,2023-12-15 20:11:52,2023-12-15,Wallet,4167,65599,On Time,799.46
1236959246,94033330,2024-10-06 20:17:02,2024-10-06,Cash,6888,76379,On Time,1310.39
6600422315,79726146,2023-09-19 00:26:15,2023-09-19,UPI,1886,46137,On Time,3415.39
3227252410,83023956,2024-02-16 07:53:12,2024-02-16,Cash,8087,66386,On Time,4307.46
6972292408,19682060,2023-11-16 05:37:14,2023-11-16,Cash,7246,46413,Significantly Delayed,658.16
7562754470,10700664,2024-02-15 23:27:04,2024-02-15,Wallet,4674,46136,On Time,317.82
7361971676,27504517,2023-08-23 00:44:18,2023-08-23,Card,2750,18979,On Time,532.57
8875605037,93867669,2023-09-27 10:02:27,2023-09-27,Card,2039,16915,On Time,3235.64
8508253527,31233120,2024-09-05 20:54:09,2024-09-05,UPI,5677,11048,Slightly Delayed,452.6
6798775600,24845814,2023-10-09 22:39:35,2023-10-09,Cash,5471,81032,Slightly Delayed,3645.18
3624810422,42366724,2024-08-10 01:08:44,2024-08-10,Cash,9521,83193,On Time,864.3
4740213452,84066402,2024-02-22 12:29:12,2024-02-22,Cash,7162,85085,Slightly Delayed,3295.97
3825468344,81337068,2023-04-09 08:04:44,2023-04-09,UPI,2100,35824,On Time,1220.63
902245665,44828791,2024-08-08 08:14:01,2024-08-08,Cash,4066,25868,On Time,2047.24
6874299189,24633671,2023-08-14 11:33:32,2023-08-14,Card,3001,38460,On Time,4027.29
1127125313,91312072,2023-12-15 19:19:22,2023-12-15,Card,8828,81996,Slightly Delayed,823.75
3606548818,85354059,2023-05-12 04:48:09,2023-05-12,Wallet,4891,90473,On Time,740.18
5750044154,11636968,2024-09-16 22:40:01,2024-09-16,UPI,7740,71543,Slightly Delayed,2855.42
3872847781,27727819,2023-09-16 20:38:34,2023-09-16,Wallet,9963,45099,On Time,576.22
5939554684,3875480,2023-06-11 16:33:08,2023-06-11,Wallet,212,71726,On Time,3071.72
676412814,57291761,2024-07-26 03:29:27,2024-07-26,UPI,6861,88453,On Time,2147.32
4248390724,6390687,2023-08-22 20:17:51,2023-08-22,Cash,8404,49698,Slightly Delayed,877.98
8938687150,97664747,2023-04-25 06:25:28,2023-04-25,Cash,2896,99357,On Time,1313.92
7898867047,899941,2023-05-03 15:13:52,2023-05-03,Wallet,9180,51564,Slightly Delayed,5189.5
2142065357,469006,2024-01-27 07:45:34,2024-01-27,Cash,8613,1749,On Time,2586.92
9024719693,21597477,2024-06-06 19:22:30,2024-06-06,Card,7334,96400,On Time,140.44
8976616698,90346920,2023-08-23 03:20:08,2023-08-23,UPI,362,46211,On Time,3364.63
8792586840,91566278,2023-06-14 15:09:28,2023-06-14,UPI,9496,44722,On Time,1843.14
5375387413,66768157,2023-04-04 23:31:41,2023-04-04,Wallet,592,53977,On Time,1934.8
4252164097,72366758,2023-09-28 06:58:17,2023-09-28,Card,4201,11104,Slightly Delayed,163.55
8423273411,5418547,2023-05-23 23:13:33,2023-05-23,UPI,8994,81864,On Time,719.38
2551179741,18791381,2024-04-10 02:09:31,2024-04-10,UPI,1613,50120,Slightly Delayed,2975.13
227511348,11775073,2024-08-01 15:43:56,2024-08-01,Card,4665,90637,On Time,2388.23
4434464045,7591711,2023-09-22 00:04:24,2023-09-22,Card,5121,84509,On Time,2148.83
7041011843,35705377,2024-02-06 00:46:34,2024-02-06,Card,1765,79645,On Time,1303.83
6510283268,67383024,2024-06-12 01:40:22,2024-06-12,Wallet,2932,59772,On Time,1452.76
6853654698,85198177,2023-08-06 11:20:58,2023-08-06,Card,5281,57378,On Time,2101.23
9338996795,2219590,2024-01-09 18:21:36,2024-01-09,Card,8279,85003,On Time,951.43
7346145952,96629258,2024-03-12 19:24:44,2024-03-12,Cash,3556,32434,On Time,264.89
6497069610,52672659,2024-04-10 17:18:57,2024-04-10,Card,3577,80825,On Time,1416.18
1741402363,87200291,2024-06-12 11:13:45,2024-06-12,UPI,4423,29182,On Time,1729.82
4825878367,46717997,2024-10-07 14:04:11,2024-10-07,Card,5643,96209,On Time,4152.86
7019011442,41640262,2023-06-30 19:38:42,2023-06-30,Cash,9125,15863,On Time,3612.65
1674463798,52085702,2024-09-21 13:31:34,2024-09-21,UPI,7301,17663,Slightly Delayed,3497.86
305684588,46876240,2024-08-25 19:41:28,2024-08-25,UPI,7499,70029,Significantly Delayed,4199.86
5967495442,77086074,2024-07-18 15:25:29,2024-07-18,Card,9906,7004,Slightly Delayed,707.67
2571047526,90665975,2023-06-19 00:18:51,2023-06-19,UPI,3902,45704,On Time,651.93
7784811086,53332493,2024-09-07 06:11:07,2024-09-07,UPI,654,83254,Significantly Delayed,2387.27
7942005230,78614729,2023-03-25 08:20:32,2023-03-25,Wallet,8679,44185,Slightly Delayed,281.73
6653543195,95334407,2023-09-15 14:53:44,2023-09-15,Wallet,2292,68173,Slightly Delayed,1617.62
397928918,71902700,2024-09-14 03:54:21,2024-09-14,Card,3293,80520,Slightly Delayed,797.99
776120140,25128143,2023-11-12 03:51:53,2023-11-12,Card,7417,28491,Significantly Delayed,430.41
8293188779,28991365,2024-10-16 09:48:02,2024-10-16,UPI,4650,71056,On Time,4286.09
178737268,2164524,2023-06-18 19:52:44,2023-06-18,UPI,5088,66743,On Time,726.41
5246598523,90665975,2023-11-22 16:46:33,2023-11-22,Cash,8891,67554,Significantly Delayed,3057.36
1172544737,30188374,2023-11-24 07:36:36,2023-11-24,Cash,2867,27338,Slightly Delayed,1080.33
6419533291,92404798,2023-07-28 05:02:16,2023-07-28,Wallet,3296,32799,On Time,2555.75
882083749,51833636,2023-06-18 12:52:28,2023-06-18,Cash,5887,42317,On Time,1142.73
3185510401,43990799,2024-10-14 00:24:10,2024-10-14,UPI,8587,60744,On Time,749.5
7760767006,93018527,2023-08-19 12:04:44,2023-08-19,UPI,8076,88497,On Time,1014.49
3833878150,644189,2024-06-23 18:54:35,2024-06-23,Cash,315,27906,Significantly Delayed,3376.0
369899578,44198187,2023-08-19 14:17:49,2023-08-19,Cash,7302,85235,On Time,2313.22
1944466212,70798876,2024-09-09 14:02:49,2024-09-09,UPI,4024,77615,On Time,2523.57
4064447117,6061349,2024-02-25 22:19:59,2024-02-25,Cash,394,36940,Significantly Delayed,2534.24
1553685597,22822088,2024-10-28 00:27:04,2024-10-28,Card,3414,246,Significantly Delayed,2962.71
3682284811,96009692,2024-07-18 20:57:10,2024-07-18,UPI,6603,10177,On Time,4471.32
291439357,62679120,2023-04-11 02:13:39,2023-04-11,UPI,5860,8626,On Time,2008.62
8285784194,17390673,2024-09-30 15:47:01,2024-09-30,UPI,9982,72635,On Time,1107.52
5058742647,29562254,2024-09-17 23:35:30,2024-09-17,UPI,579,25730,On Time,1943.59
6917020296,34655710,2024-07-10 21:48:57,2024-07-10,Card,6483,41276,On Time,705.42
6671181961,50968312,2023-10-13 05:37:23,2023-10-13,Wallet,5607,46269,On Time,2732.0
5123439997,89886179,2024-02-15 18:57:33,2024-02-15,Cash,2403,55720,On Time,1789.27
8510183245,3897936,2024-10-01 20:56:57,2024-10-01,Wallet,466,94891,On Time,2914.71
6081384585,94529626,2024-03-04 04:03:00,2024-03-04,Cash,1823,96881,On Time,4519.77
4423613746,98088303,2023-08-27 18:01:35,2023-08-27,UPI,1660,1185,Slightly Delayed,4916.33
1530472691,82169898,2024-08-09 14:17:38,2024-08-09,UPI,7153,7489,Slightly Delayed,3469.84
7009303199,85519349,2024-02-25 10:37:03,2024-02-25,UPI,2783,72585,Slightly Delayed,3223.07
5386652055,71252391,2024-04-16 15:24:06,2024-04-16,Card,2212,4038,Slightly Delayed,2799.46
4413239746,22915611,2023-04-10 07:24:44,2023-04-10,UPI,7096,21923,Slightly Delayed,811.95
4988875078,65514005,2023-07-23 15:48:57,2023-07-23,UPI,7938,3617,Slightly Delayed,3485.65
1617565217,43518622,2024-06-01 12:51:43,2024-06-01,UPI,4961,5577,On Time,2865.04
392038758,24144240,2024-07-23 18:36:20,2024-07-23,Card,9624,62825,Slightly Delayed,3639.23
1828727552,12455156,2024-03-26 14:32:53,2024-03-26,Cash,3243,92001,On Time,2106.13
7119397338,25850478,2024-10-28 22:53:36,2024-10-28,Cash,6526,39725,On Time,874.78
2611271708,11446157,2024-04-26 05:34:58,2024-04-26,Card,3166,54792,On Time,1171.77
7162509481,1174162,2024-10-17 00:59:37,2024-10-17,Wallet,6948,20373,On Time,1157.52
131913576,48228547,2023-10-17 03:00:39,2023-10-17,Wallet,3581,27197,On Time,2136.82
6627201490,28991365,2023-12-10 14:55:32,2023-12-10,Cash,8796,31046,Slightly Delayed,1393.12
4644950813,81655250,2023-08-21 09:02:19,2023-08-21,Card,3353,2614,On Time,2392.8
9434934993,92027021,2024-08-09 07:08:04,2024-08-09,Cash,5431,95990,Slightly Delayed,698.38
2556317798,29562072,2023-09-14 03:54:55,2023-09-14,Cash,8303,76160,On Time,1675.35
2826150539,24456825,2023-11-05 10:24:11,2023-11-05,Card,6711,19554,On Time,2121.58
4283803308,4543215,2023-12-08 04:15:17,2023-12-08,UPI,7787,29754,On Time,2653.37
6873424093,35705377,2024-02-10 23:18:46,2024-02-10,UPI,4281,61533,On Time,2891.16
4741294126,66354642,2024-09-05 08:27:06,2024-09-05,Cash,5064,84476,On Time,2218.23
4967241271,45708879,2023-05-03 22:35:20,2023-05-03,Wallet,6076,73253,On Time,641.98
9554079946,69516494,2023-12-23 09:57:12,2023-12-23,Wallet,8757,90188,On Time,3528.74
4601205399,97111069,2023-07-14 20:15:51,2023-07-14,Wallet,2051,36629,On Time,3250.65
5633967304,72605638,2024-01-30 19:14:01,2024-01-30,Cash,619,93942,Slightly Delayed,2009.59
4168163237,47503133,2023-07-06 00:28:47,2023-07-06,Wallet,7103,32090,Slightly Delayed,1178.88
5924297360,59197894,2024-09-09 21:59:31,2024-09-09,Wallet,235,50579,Slightly Delayed,723.44
2120299901,28499191,2024-06-12 09:32:04,2024-06-12,Card,5282,35726,On Time,1204.42
1070876534,59329145,2024-02-21 19:01:21,2024-02-21,Cash,7142,14388,On Time,4573.95
7032280048,18567760,2023-09-15 22:21:31,2023-09-15,UPI,9632,41473,On Time,1403.74
156346853,57331847,2023-03-30 09:00:22,2023-03-30,Card,5266,16610,Slightly Delayed,1506.38
6873267326,45546750,2024-02-10 07:52:23,2024-02-10,Cash,9190,63685,Slightly Delayed,2229.88
1370661468,64795608,2023-09-27 02:02:46,2023-09-27,Wallet,9329,83004,On Time,957.45
3612128358,8513589,2024-04-24 23:13:39,2024-04-24,UPI,4147,63526,On Time,1654.11
1736953222,86704661,2024-02-18 14:00:30,2024-02-18,Wallet,865,46700,Slightly Delayed,3889.08
9107923488,85354059,2023-11-20 04:53:01,2023-11-20,Wallet,129,22157,On Time,2768.96
4378877600,46989310,2023-11-27 11:09:25,2023-11-27,Wallet,8602,31527,Slightly Delayed,1365.37
3232762361,22613559,2023-07-24 15:36:05,2023-07-24,Wallet,6335,89153,On Time,2843.52
1831641377,76971644,2024-03-19 04:14:41,2024-03-19,Cash,8563,48691,Slightly Delayed,3402.24
562428866,57833505,2023-04-17 19:29:17,2023-04-17,Card,5415,47688,Slightly Delayed,896.97
4607715908,59095971,2024-08-24 22:51:27,2024-08-24,UPI,8376,22498,Slightly Delayed,4650.66
4804575203,53974737,2023-05-23 21:43:41,2023-05-23,Wallet,7722,32008,Significantly Delayed,1762.54
8287234948,47939657,2024-10-07 07:48:35,2024-10-07,UPI,1362,4824,On Time,1856.75
6074452586,78806824,2023-09-01 08:30:26,2023-09-01,Cash,5358,11946,On Time,81.35
6821790656,66710182,2024-08-03 13:10:35,2024-08-03,Wallet,3938,64612,On Time,2094.62
7821942520,84468124,2024-02-12 23:57:16,2024-02-12,Wallet,5805,11136,On Time,2732.91
3012496270,27604184,2023-04-06 03:45:57,2023-04-06,UPI,6783,96443,On Time,2270.44
8980370750,76971644,2023-09-15 14:47:03,2023-09-15,Card,5440,29273,On Time,901.58
6535672015,4758426,2023-05-05 08:41:49,2023-05-05,UPI,8612,91217,On Time,2685.35
6999060704,15534747,2023-04-28 15:55:23,2023-04-28,Wallet,7616,29169,Slightly Delayed,672.73
9403732731,73393269,2024-05-26 15:50:08,2024-05-26,Cash,9483,97526,On Time,2995.55
5649255352,84119685,2024-10-30 23:39:54,2024-10-30,Cash,1418,42987,On Time,3938.48
5034409841,46629917,2023-08-15 03:17:51,2023-08-15,Wallet,7048,71481,Significantly Delayed,2746.95
9072111617,49985597,2024-09-15 22:20:56,2024-09-15,UPI,8322,7933,On Time,2799.39
9556880451,48778633,2023-10-08 11:26:54,2023-10-08,Card,6502,26471,On Time,4818.86
4602796463,22047134,2024-09-12 05:20:17,2024-09-12,UPI,8616,15486,On Time,2500.69
6061353924,49241309,2024-03-03 22:15:37,2024-03-03,Wallet,5328,5451,On Time,1424.69
4366519080,63339001,2023-05-29 17:54:41,2023-05-29,Cash,2822,71938,On Time,2771.3
1324817141,71694275,2023-08-17 22:02:37,2023-08-17,Card,7839,88990,On Time,5053.37
5419080144,55404382,2024-11-01 16:44:12,2024-11-01,Cash,7631,87381,On Time,2197.72
8813470284,57537308,2024-01-04 05:16:34,2024-01-04,Card,7291,39091,On Time,1665.1
3182992799,81906973,2023-10-18 13:55:00,2023-10-18,Cash,707,26718,Slightly Delayed,4329.87
7792996715,22081691,2024-01-03 15:04:47,2024-01-03,Card,1556,57039,On Time,949.2
6962624734,88866835,2023-04-27 08:57:43,2023-04-27,Wallet,3730,32296,On Time,3579.41
5948662456,35988028,2023-06-29 18:25:14,2023-06-29,Card,4341,39614,On Time,4187.66
3395675979,88202341,2023-06-10 15:59:50,2023-06-10,Cash,4842,8303,On Time,2930.34
7550368787,51592174,2023-12-30 17:50:47,2023-12-30,Cash,6776,25992,Slightly Delayed,5268.01
8357671697,97388817,2024-04-14 00:42:08,2024-04-14,Wallet,7960,16324,On Time,39.65
9600704922,90372221,2023-11-13 12:31:56,2023-11-13,Cash,7419,40938,On Time,2378.52
9915229426,12832151,2024-02-03 02:47:57,2024-02-03,Cash,9437,7428,On Time,37.8
9927474026,94137242,2023-03-28 04:07:24,2023-03-28,Cash,2201,85439,Slightly Delayed,530.85
6310535397,21461764,2023-05-26 17:46:19,2023-05-26,Card,724,8620,On Time,5015.88
8045941430,67829645,2023-05-24 15:07:03,2023-05-24,Wallet,4497,43620,On Time,2667.64
4390394582,49795571,2024-11-02 11:28:29,2024-11-02,Cash,9251,97518,On Time,1170.39
5062545226,84275450,2023-11-28 04:16:44,2023-11-28,Wallet,5297,54305,On Time,2945.03
2836701831,62323608,2024-06-13 14:15:45,2024-06-13,Card,5443,84057,On Time,354.52
4115492281,32540616,2024-01-07 01:31:47,2024-01-07,Wallet,3859,99505,On Time,4248.74
3554645781,26227445,2024-04-25 14:58:42,2024-04-25,Card,2659,64263,Slightly Delayed,2108.47
3983605701,19067680,2024-01-27 12:28:20,2024-01-27,Card,6323,58335,Slightly Delayed,3627.25
8581516385,8241122,2023-12-14 19:30:41,2023-12-14,Card,5072,29947,On Time,681.54
8290229112,88923048,2024-03-09 05:06:27,2024-03-09,Wallet,3964,29611,On Time,517.77
1195560119,83039559,2023-04-03 17:20:14,2023-04-03,Cash,4616,6698,On Time,552.2
5077327994,243838,2023-08-01 20:07:55,2023-08-01,Card,7335,93285,On Time,2694.01
2945185661,81102955,2023-07-09 12:02:20,2023-07-09,Card,1453,6710,On Time,374.68
3951005873,52085702,2024-10-03 15:03:55,2024-10-03,Wallet,3311,73170,On Time,832.06
3490816523,25128143,2024-01-27 20:17:17,2024-01-27,Card,6186,16914,Slightly Delayed,4284.99
6739114301,51544662,2023-03-26 18:06:22,2023-03-26,UPI,2641,10714,On Time,671.55
5728818155,31000129,2023-11-03 00:57:05,2023-11-03,Cash,1826,40143,Slightly Delayed,2215.55
7713651693,8351747,2023-08-07 01:57:01,2023-08-07,Wallet,1825,17257,On Time,422.87
5452048621,22483684,2024-10-22 15:15:22,2024-10-22,Wallet,8316,51769,Slightly Delayed,947.95
2297027645,36578947,2024-04-17 20:56:49,2024-04-17,Card,6118,67885,On Time,2036.46
2438302298,77862447,2023-04-24 00:00:48,2023-04-24,Cash,9218,96633,Slightly Delayed,1175.49
578811216,75739462,2024-06-18 10:23:42,2024-06-18,Wallet,9220,5169,Significantly Delayed,1980.99
8684710720,74172010,2023-09-12 02:25:31,2023-09-12,Cash,5285,45070,On Time,1644.14
1249797614,54797119,2024-06-27 18:33:11,2024-06-27,Card,4020,18282,On Time,2735.5
8013026217,52337289,2023-03-21 12:31:23,2023-03-21,Cash,2524,53586,On Time,2368.0
5421697986,95971469,2023-05-26 02:27:40,2023-05-26,Wallet,8132,87496,On Time,3487.72
8922741261,22133362,2024-08-11 00:35:08,2024-08-11,Cash,3160,48378,On Time,2993.51
3441102335,12077371,2023-11-04 00:26:33,2023-11-04,Wallet,422,47299,On Time,1197.76
6065607924,91868185,2024-05-08 08:15:44,2024-05-08,UPI,6894,13007,On Time,965.88
5153395650,94033330,2023-03-23 15:24:35,2023-03-23,Card,3067,19704,On Time,1099.91
2215235447,88215615,2024-09-16 17:11:09,2024-09-16,Card,4283,26672,On Time,163.03
5678676134,76917159,2024-09-21 15:30:00,2024-09-21,Card,8198,90181,On Time,1292.08
5045588926,67092149,2023-07-04 16:03:56,2023-07-04,UPI,4315,32917,On Time,2558.43
1677502866,24644542,2024-01-18 08:32:32,2024-01-18,UPI,7141,1304,On Time,83.18
4777610024,81808190,2024-05-25 03:32:47,2024-05-25,Cash,6498,34722,Slightly Delayed,1801.32
477350788,3638834,2023-10-12 05:02:47,2023-10-12,UPI,4511,87,On Time,941.19
4616699342,11446157,2023-04-16 07:19:57,2023-04-16,Card,6080,34959,On Time,277.2
8849914077,32527479,2024-01-30 00:01:27,2024-01-30,Wallet,7826,91680,On Time,3890.81
9183435457,25722990,2024-10-21 23:54:41,2024-10-21,Card,1285,11473,On Time,2131.39
6922646336,92416428,2023-06-23 23:49:44,2023-06-23,Cash,1172,26070,On Time,3777.74
3228806806,70543108,2023-06-29 08:21:20,2023-06-29,Wallet,5166,4696,Significantly Delayed,1475.75
4893095476,21409946,2024-10-04 21:08:49,2024-10-04,Card,1079,71356,Slightly Delayed,2376.4
7773468233,22210238,2023-10-05 08:15:49,2023-10-05,Wallet,4796,3584,On Time,2685.53
5928657526,22076522,2023-10-14 12:34:49,2023-10-14,Card,6758,91083,On Time,2020.58
4435936422,47206881,2023-12-01 19:44:39,2023-12-01,Wallet,5011,84583,On Time,1250.93
6031122324,28603182,2024-06-25 15:25:20,2024-06-25,UPI,5583,85429,On Time,3472.94
7286969496,75913572,2023-06-21 15:49:03,2023-06-21,Card,5476,22044,On Time,2193.54
4665508413,77035814,2023-11-02 01:31:14,2023-11-02,Cash,9749,31212,On Time,2902.2
9224598372,50015282,2024-03-31 13:19:14,2024-03-31,UPI,6119,432,On Time,3973.73
842020543,99231937,2024-08-14 11:06:48,2024-08-14,UPI,9009,13649,On Time,1387.32
7237143327,96253172,2023-06-09 20:54:07,2023-06-09,UPI,2030,40577,On Time,1430.36
5095141954,1469696,2023-08-05 08:19:54,2023-08-05,Card,4053,66856,On Time,3229.91
6229535077,77869660,2024-04-01 05:57:44,2024-04-01,Cash,2817,58180,On Time,2219.96
2984879441,16379942,2024-04-22 07:45:06,2024-04-22,Cash,7081,87895,On Time,736.92
785895477,11389698,2023-03-19 18:55:34,2023-03-19,Wallet,7016,94534,Significantly Delayed,397.68
6220343481,79895967,2023-06-02 23:01:29,2023-06-02,UPI,6972,80069,On Time,3373.51
5897343054,52815265,2023-03-21 04:16:27,2023-03-21,Card,2232,2375,Significantly Delayed,171.2
60465,15808945,2024-10-23 05:23:29,2024-10-23,UPI,3943,58998,On Time,589.47
2245476104,8628482,2023-06-01 09:19:59,2023-06-01,Wallet,9265,18768,On Time,3898.9
6347292505,83597876,2024-06-24 19:43:14,2024-06-24,Cash,7351,14479,Slightly Delayed,951.43
8321900643,1655637,2023-10-31 21:33:55,2023-10-31,Card,2208,83965,On Time,3517.14
9639033064,20314691,2024-08-15 21:12:38,2024-08-15,Card,7263,69379,On Time,3291.28
2748368258,92404798,2023-08-03 23:54:52,2023-08-03,Card,4838,83680,On Time,870.29
1444371693,9274874,2023-05-06 08:21:49,2023-05-06,Card,4875,20972,On Time,869.55
7111342746,35459748,2024-10-19 15:38:16,2024-10-19,Card,8928,24182,On Time,2441.75
9457576236,80800079,2023-11-29 18:09:10,2023-11-29,UPI,4040,62085,Slightly Delayed,826.21
4167252733,70589930,2023-11-27 16:52:53,2023-11-27,Cash,3501,29916,On Time,878.07
4304875010,89995124,2024-01-27 05:15:05,2024-01-27,UPI,1214,31244,On Time,1994.43
4870910859,88532418,2023-07-04 04:47:00,2023-07-04,Card,7224,55357,On Time,1609.67
3674118222,32868927,2024-07-25 07:34:25,2024-07-25,UPI,8436,34829,Slightly Delayed,634.28
38408517,39674723,2023-11-26 08:38:03,2023-11-26,Cash,5135,84919,Significantly Delayed,88.43
3081609596,7076456,2023-04-09 04:16:53,2023-04-09,Card,9310,77266,On Time,3555.24
1390229631,67952740,2023-08-07 07:39:06,2023-08-07,UPI,8090,93232,Slightly Delayed,959.01
7498092418,50968312,2023-10-12 11:56:11,2023-10-12,Cash,2681,54791,Slightly Delayed,918.36
3334055527,79298972,2023-04-18 12:19:04,2023-04-18,Cash,1180,63631,On Time,1874.14
8729426842,37904682,2023-06-07 03:07:57,2023-06-07,Wallet,5045,75375,On Time,2010.82
1722808791,51014003,2023-05-16 12:18:04,2023-05-16,Cash,8921,24901,On Time,4509.16
9775070757,55042740,2024-03-15 06:50:36,2024-03-15,UPI,2715,13251,Slightly Delayed,1717.21
4737779056,43980719,2024-08-08 23:52:43,2024-08-08,Wallet,2211,18157,On Time,785.67
2047483376,11493380,2023-10-15 15:42:58,2023-10-15,Card,272,55201,On Time,4363.62
4758632331,34853377,2023-09-06 03:07:59,2023-09-06,UPI,343,87979,Significantly Delayed,329.79
4741574337,40841791,2024-02-09 01:49:09,2024-02-09,Cash,7533,8790,On Time,3284.15
5805120939,12277039,2024-07-10 12:50:15,2024-07-10,Wallet,1933,42843,Slightly Delayed,3209.77
7550508,93127511,2023-10-20 10:54:27,2023-10-20,Card,70,38073,On Time,1067.68
1966056265,63802820,2024-08-11 04:52:11,2024-08-11,Card,3255,1498,On Time,3447.86
6363072906,29095552,2024-07-08 15:33:40,2024-07-08,Card,8282,44781,On Time,1191.83
7389054351,25585013,2023-12-22 06:50:03,2023-12-22,Cash,8356,81899,On Time,3840.78
7146572423,80954112,2023-06-01 18:32:03,2023-06-01,UPI,9720,63798,On Time,3748.84
4590810848,20298398,2023-05-24 12:11:07,2023-05-24,Cash,9423,58417,On Time,2867.36
9226364404,29858395,2023-11-22 23:38:13,2023-11-22,Wallet,3041,69366,Significantly Delayed,2455.82
6687792641,93924203,2024-05-20 06:53:38,2024-05-20,Wallet,6901,85941,On Time,1545.05
5183577434,2134827,2024-01-03 19:52:56,2024-01-03,Card,2731,48713,On Time,805.28
7440785414,72132838,2023-11-01 08:29:02,2023-11-01,UPI,7406,14917,On Time,4073.91
7932057095,73363613,2023-09-20 03:04:19,2023-09-20,UPI,9586,5226,On Time,1009.42
6126906924,33675108,2023-12-01 22:19:22,2023-12-01,Card,7608,2241,On Time,505.31
8997788831,72495274,2023-03-23 23:23:53,2023-03-23,Card,892,69051,On Time,2656.18
3480516243,23567263,2024-08-05 23:53:45,2024-08-05,UPI,7052,7250,On Time,2854.52
1234692850,76971644,2024-03-19 05:50:32,2024-03-19,UPI,8707,33571,On Time,310.69
4954911880,82359623,2023-04-09 03:59:19,2023-04-09,Wallet,7624,79410,On Time,2079.76
504060154,55060796,2023-07-18 20:40:32,2023-07-18,Card,5771,95455,Significantly Delayed,1828.77
8723752267,13494314,2024-07-09 03:05:36,2024-07-09,Card,5975,61593,On Time,3290.63
5724116944,93938425,2024-06-20 20:28:08,2024-06-20,Cash,8923,93687,Slightly Delayed,3853.5
8161349145,19080489,2024-03-12 10:56:36,2024-03-12,Cash,4594,34205,Slightly Delayed,3929.07
2985254380,73377004,2023-11-04 05:17:43,2023-11-04,Cash,9198,9722,On Time,2389.3
9837170359,42723554,2023-04-12 08:37:24,2023-04-12,Card,9111,62865,On Time,1785.4
3915323515,32987624,2024-09-11 00:36:04,2024-09-11,Card,5303,4185,On Time,3105.35
8829163586,11387110,2024-01-16 06:39:05,2024-01-16,Card,1301,39532,On Time,2922.5
961526405,63083547,2024-10-10 13:33:00,2024-10-10,Cash,6651,5497,On Time,1022.7
5792721465,49617892,2024-10-18 04:31:16,2024-10-18,Card,7236,59382,On Time,4645.02
8094117960,95018817,2023-04-04 10:06:06,2023-04-04,Cash,7897,7809,Slightly Delayed,1473.88
9318325652,89986926,2024-04-12 11:16:31,2024-04-12,UPI,155,78258,On Time,1967.45
852676412,65570302,2024-08-11 14:07:16,2024-08-11,Wallet,6068,76980,Slightly Delayed,3996.42
6487883093,37309023,2024-10-19 01:28:09,2024-10-19,Card,8843,54257,On Time,423.56
5398965602,99412119,2024-06-09 05:12:42,2024-06-09,Card,5367,42648,Slightly Delayed,2721.96
6149664144,52678787,2024-10-21 02:14:42,2024-10-21,Card,2595,53283,Significantly Delayed,3045.23
6231586256,12755730,2023-05-03 23:11:50,2023-05-03,UPI,6970,10306,On Time,1467.19
4598622116,85518832,2024-03-19 06:18:28,2024-03-19,Cash,2501,61134,Significantly Delayed,2982.31
8971796779,21786873,2024-07-03 07:25:02,2024-07-03,Wallet,6345,9562,On Time,1673.85
2148246883,93563435,2023-09-21 08:05:46,2023-09-21,Card,2098,64363,On Time,2742.01
4357632507,6150721,2024-09-13 02:31:41,2024-09-13,Cash,886,7296,On Time,923.84
3323576462,20163931,2023-12-10 23:24:46,2023-12-10,UPI,2647,62311,On Time,2160.52
4220834107,74682740,2023-09-29 21:58:34,2023-09-29,UPI,3816,39345,On Time,422.14
4409513224,12814732,2024-10-26 17:06:24,2024-10-26,Card,2470,42130,Slightly Delayed,947.24
5610159677,90184276,2023-08-31 12:25:40,2023-08-31,Wallet,1911,19987,On Time,1883.53
6259219127,21577948,2023-05-12 21:31:44,2023-05-12,Card,1861,17129,On Time,2162.88
5628497118,50229203,2024-10-24 08:05:56,2024-10-24,Card,7916,87309,Slightly Delayed,2543.92
1508576390,81541985,2023-07-27 08:37:51,2023-07-27,UPI,2534,46857,Significantly Delayed,1407.4
