customer_id,area,registration_date,customer_segment,total_orders,avg_order_value
8073518,Nellore,2024-01-07,Premium,16,946.2
76857266,Mumbai,2024-06-22,Premium,17,1514.21
49241309,Gurgaon,2024-06-19,Inactive,11,1340.89
80952275,Bongaigaon,2024-07-06,New,17,1928.27
31576845,Madurai,2023-07-07,New,12,1389.96
47515046,Jamshedpur,2023-12-27,New,18,1095.92
98930670,Singrauli,2024-06-11,Regular,6,1092.16
24621386,Rajahmundry,2023-11-15,Premium,14,344.08
53399500,Kadapa,2024-07-01,Regular,18,1012.5
52815265,Pudukkottai,2024-05-12,New,10,806.63
61015113,Amroha,2023-11-17,Regular,4,1764.18
63624332,Rewa,2023-08-17,Inactive,19,387.57
28286754,Singrauli,2024-03-18,Regular,16,1337.18
60835946,Fatehpur,2024-04-24,Inactive,14,1400.1
59620534,Ambattur,2024-01-16,Premium,15,1340.99
820740,Ambala,2023-11-15,Premium,1,1385.46
91602727,Indore,2023-08-31,Inactive,5,1156.54
50848069,Belgaum,2024-03-07,Inactive,11,586.25
55049973,Srikakulam,2024-03-27,Regular,16,206.54
12397668,Guwahati,2024-05-09,Premium,13,204.06
61516967,Erode,2024-02-20,Regular,9,556.81
96853930,Bhopal,2023-07-03,Premium,16,462.19
91853589,Jalna,2024-06-17,New,5,918.69
7228206,Jalgaon,2023-05-25,New,15,843.79
41612464,Bhavnagar,2023-08-06,Regular,18,874.93
10683250,Bhagalpur,2024-07-19,Regular,14,480.47
94078407,Uluberia,2024-01-23,Premium,4,1370.22
26364643,Morena,2024-08-22,Inactive,9,1086.68
85016568,Tinsukia,2024-07-17,Regular,2,367.12
11153360,Amaravati,2024-04-01,Inactive,20,1575.46
88532418,Gorakhpur,2024-10-21,New,12,344.66
66023110,Kottayam,2023-11-03,New,20,1807.56
18229949,Danapur,2023-04-15,Inactive,10,466.33
58873572,Nanded,2023-09-10,Premium,13,1721.61
5001749,Kota,2023-06-06,Inactive,3,1623.48
6668498,Ratlam,2024-05-08,Inactive,11,1413.4
13441874,Berhampur,2023-04-09,Inactive,2,602.63
52915166,Dehri,2024-06-28,Inactive,18,505.66
41647393,Sirsa,2023-11-09,Inactive,11,1785.8
51945420,Tiruppur,2023-04-05,Premium,3,412.9
53640286,Mathura,2023-11-12,Premium,20,1368.38
15599514,Tezpur,2023-04-18,Regular,20,1171.07
55552600,Gorakhpur,2024-10-30,Regular,14,1412.54
78439088,Ballia,2024-06-27,Regular,6,1507.04
42947770,Bhalswa Jahangir Pur,2024-09-18,New,16,1358.53
66252737,Warangal,2024-09-12,Premium,15,1188.67
71615827,Bulandshahr,2024-03-23,Premium,3,900.98
15487049,Motihari,2024-02-13,New,15,1928.0
85218071,Hyderabad,2023-04-28,New,20,1125.33
24456825,Indore,2023-12-21,Inactive,18,363.12
15043066,Rohtak,2024-02-12,Inactive,2,1748.41
98246574,Chinsurah,2023-03-24,Premium,15,1904.61
80567870,Khammam,2024-06-05,Regular,1,1769.49
92843141,Kota,2023-04-02,Premium,1,502.79
62416456,Medininagar,2023-09-25,Inactive,18,752.91
6245778,Guntakal,2024-01-11,Premium,17,1779.46
80315623,Loni,2024-10-14,New,14,1313.73
46623192,Nizamabad,2024-10-22,New,6,1970.59
27504517,Bardhaman,2023-06-30,New,18,1175.7
22800586,Bijapur,2024-06-12,New,10,1332.02
17287733,Morbi,2024-04-27,Premium,12,1897.84
87691707,Miryalaguda,2024-04-05,Inactive,18,1423.63
8655667,Gwalior,2023-07-16,Premium,1,456.16
2442235,Latur,2024-05-17,Premium,11,661.58
41073776,Meerut,2024-03-02,Premium,8,1366.55
45659330,Gwalior,2024-07-28,New,19,1364.9
79369660,Purnia,2023-12-11,Premium,13,1085.69
44269569,Agra,2024-06-16,New,18,812.22
46848302,Gulbarga,2024-07-15,Premium,15,1657.96
83034412,Jamnagar,2024-04-22,New,11,1077.88
26912171,Rampur,2024-06-21,New,2,386.54
71229024,Jamalpur,2024-02-10,New,4,1869.02
20835909,Tinsukia,2023-04-02,Premium,9,713.25
83155219,Satara,2024-02-18,Inactive,5,1433.81
80286283,Ahmednagar,2023-10-10,Regular,8,311.01
30367559,Aligarh,2024-09-29,Regular,6,1419.6
76082627,Jehanabad,2024-07-03,Inactive,4,770.0
41874489,Ahmedabad,2023-04-09,Regular,2,1944.43
47335806,Pimpri-Chinchwad,2024-05-25,Regular,9,1188.0
59824662,Bhilwara,2024-05-18,Premium,1,741.83
16436359,Kota,2024-07-26,New,9,1485.15
45383958,Rewa,2024-10-02,New,19,482.19
52613657,Sultan Pur Majra,2023-03-16,New,9,470.5
36675827,Patiala,2024-10-07,Inactive,15,1143.03
80800079,Bidhannagar,2023-05-12,Inactive,18,508.84
45066676,Satna,2023-03-25,Premium,1,1076.85
1060685,Mango,2024-03-07,Inactive,4,999.24
87536050,Vadodara,2023-04-02,Regular,18,1857.99
67829645,Jamalpur,2023-11-08,New,4,711.83
45700473,Thoothukudi,2023-12-23,Inactive,12,525.38
90144978,Chittoor,2024-07-10,Regular,3,1017.23
96629258,Chandigarh,2023-07-07,Inactive,14,1462.21
76925460,Kharagpur,2024-05-17,Regular,2,1526.55
59190584,Vijayawada,2024-05-19,Premium,6,1175.38
24323106,Amaravati,2024-02-12,Inactive,19,384.21
66354642,Tenali,2024-03-30,Premium,7,1153.17
17390673,Korba,2024-10-23,Regular,16,1043.26
80419534,Sagar,2024-01-02,Premium,19,993.78
4439806,Mathura,2024-04-19,New,7,790.59
89811984,Ramgarh,2023-07-26,Regular,3,1957.67
44223796,Erode,2023-06-16,Regular,16,1449.84
88223261,Navi Mumbai,2024-01-14,Regular,7,532.31
90372221,Jabalpur,2023-05-30,Regular,6,1923.68
87213891,Sonipat,2023-06-03,New,1,1382.19
45729563,Bijapur,2023-08-13,New,14,725.66
10706516,Miryalaguda,2024-08-18,Regular,13,1420.97
25526479,Hazaribagh,2023-03-16,Regular,2,391.73
90902199,Kishanganj,2024-06-27,Regular,17,707.15
89874335,Raiganj,2023-04-14,New,15,808.55
27381533,Rampur,2023-08-06,Premium,9,1414.83
50652833,Belgaum,2024-04-20,Premium,16,274.21
65391539,Satara,2024-04-27,New,3,446.4
59517074,Ichalkaranji,2023-05-12,Premium,3,1693.23
66943324,Gorakhpur,2023-08-13,Premium,19,1013.57
67386193,Pali,2024-06-01,Regular,14,1029.98
96009692,Bhagalpur,2024-07-28,Regular,15,1970.23
89986926,Kota,2024-11-04,New,18,1235.14
58170168,Sasaram,2023-08-03,Premium,16,757.56
17392512,Secunderabad,2024-07-04,Premium,14,1902.78
10038382,Bahraich,2023-08-15,Inactive,3,339.73
98691989,Bhavnagar,2024-08-30,Regular,18,1980.1
14323169,Firozabad,2023-05-15,Inactive,20,1651.18
67729191,Karimnagar,2023-12-31,New,17,722.69
57063557,Raurkela Industrial Township,2023-06-27,Inactive,5,1465.59
83058329,Varanasi,2024-07-13,Inactive,6,248.96
17521263,Serampore,2024-06-23,Inactive,19,1990.96
37904682,Bhimavaram,2024-10-03,Premium,20,567.65
30447453,Thanjavur,2023-06-01,Premium,14,389.39
73661993,Hajipur,2024-08-28,Inactive,2,1800.62
97277696,Jamalpur,2023-06-21,Premium,8,1630.93
27336589,Ghaziabad,2023-12-28,New,11,678.05
66499992,Haridwar,2024-04-17,Regular,11,927.0
14367270,Jabalpur,2024-03-28,Inactive,16,763.23
30373140,Kishanganj,2024-07-28,Regular,2,596.71
96171594,Jodhpur,2023-06-28,Regular,19,385.02
35402531,Kulti,2023-06-04,New,11,1808.3
82989313,Deoghar,2024-09-20,Inactive,15,1060.18
93826036,Hazaribagh,2023-03-20,Premium,19,1143.97
87444738,Satna,2023-08-16,Inactive,9,1435.78
92356639,Udaipur,2023-07-20,Inactive,10,261.81
46836361,Bikaner,2023-11-22,Premium,16,545.22
25770577,Jaipur,2023-07-17,Regular,17,1095.13
59094034,Nangloi Jat,2023-05-22,Regular,1,771.9
65543312,Mumbai,2024-07-28,New,4,1209.29
28205701,Panvel,2024-10-25,Inactive,10,1286.02
81346291,Nizamabad,2023-08-07,Premium,11,490.48
79764458,Etawah,2023-12-21,New,3,501.25
42101831,Madhyamgram,2023-09-16,Inactive,8,212.33
34657654,Ramgarh,2024-06-24,Inactive,18,1243.18
3730316,Berhampore,2023-03-20,Regular,10,215.72
86479284,Davanagere,2024-10-17,Premium,9,461.87
81174361,Bhopal,2024-07-16,Inactive,12,223.29
13251137,Rampur,2023-05-19,Premium,2,1633.07
53523251,Ranchi,2024-03-17,New,4,1871.94
84382654,Pali,2024-10-24,Inactive,3,540.83
22076522,Hindupur,2024-05-13,Regular,5,1670.28
26521850,Kishanganj,2023-06-10,New,10,215.87
12277039,Unnao,2023-09-13,Regular,1,1422.63
39153585,Tirunelveli,2024-03-03,Premium,9,1851.83
99231937,Secunderabad,2023-08-13,Regular,16,1757.01
49970560,Guwahati,2023-10-17,Regular,15,1587.05
68985290,Ujjain,2023-12-11,Premium,17,1779.1
48000260,Bulandshahr,2023-09-28,Inactive,18,592.51
2136830,Bidhannagar,2023-09-19,New,4,485.78
44426129,Vasai-Virar,2023-09-23,Regular,10,591.55
57081965,Patna,2024-10-14,Regular,7,897.32
34156884,Kolkata,2023-06-02,Regular,14,877.65
27694927,Nagpur,2024-06-11,Premium,8,267.32
16230299,Pune,2024-08-22,Regular,4,1776.71
99424244,Mumbai,2024-03-30,Premium,15,379.8
3893903,Bathinda,2023-03-23,New,20,1922.71
42989999,Mahbubnagar,2024-03-17,New,2,247.46
16617201,Hosur,2024-01-20,New,8,355.17
46615831,Raurkela Industrial Township,2024-05-28,Inactive,4,855.3
55286608,Kozhikode,2024-04-11,New,11,374.96
79789048,Ozhukarai,2023-11-04,Regular,17,771.05
92885616,Delhi,2024-02-07,Inactive,13,285.81
8375298,Begusarai,2023-06-16,Premium,5,443.91
75560116,Karaikudi,2024-10-04,Regular,3,708.22
81462774,Junagadh,2024-03-13,Regular,12,1895.04
89784343,Dibrugarh,2024-04-02,Premium,11,673.6
38355752,Panvel,2023-10-31,Premium,20,336.21
39976965,Pimpri-Chinchwad,2024-05-03,Regular,13,714.17
33280073,Tadepalligudem,2023-07-01,Inactive,17,1537.47
46594066,Giridih,2024-07-15,Premium,7,519.46
90298394,Bhilwara,2023-04-22,Regular,1,1947.79
42465414,Kadapa,2024-01-26,Regular,17,1898.12
13850004,Kozhikode,2023-12-15,Premium,15,1129.76
55060796,Satara,2024-07-02,New,5,1299.25
25829710,Faridabad,2024-01-21,New,4,1894.32
53782978,Junagadh,2024-08-05,New,10,1390.84
76441843,Gulbarga,2023-05-28,New,10,1437.54
4543215,Satna,2023-10-21,Premium,6,526.7
86444757,Jabalpur,2023-05-25,New,10,1212.75
22161071,Jalna,2023-06-30,New,7,1582.43
66310963,Dewas,2023-05-27,Inactive,6,1289.52
57340963,Proddatur,2024-02-29,Regular,2,230.19
49147776,Panvel,2024-07-04,Inactive,5,1115.7
90743791,Morbi,2023-04-16,Inactive,5,1871.81
54222320,Pali,2023-07-24,Regular,19,295.18
6184558,Tezpur,2023-06-06,Regular,1,1352.97
46989310,Hindupur,2024-10-03,Regular,17,577.75
35420673,Chennai,2023-10-16,Premium,19,501.98
9450435,Bellary,2023-11-19,Regular,1,1567.76
34853377,Nanded,2023-06-04,Premium,8,732.53
91384030,Arrah,2023-12-25,Premium,11,1621.1
84641682,Bhilai,2024-09-23,Inactive,16,909.95
97259564,Khammam,2024-02-18,Premium,6,1047.69
88553721,Kadapa,2023-09-10,Regular,6,984.13
59518795,Jodhpur,2023-11-09,New,16,947.51
81533356,Tiruppur,2024-01-28,Premium,14,674.3
12469338,Coimbatore,2024-01-30,Inactive,2,1896.89
60561655,Nashik,2023-12-26,Regular,3,378.17
9105829,Begusarai,2023-07-14,Regular,11,1350.06
33034249,Bhind,2024-10-19,Inactive,5,861.55
69632084,Etawah,2024-04-07,Premium,17,1400.31
69516494,Kanpur,2024-09-23,Regular,12,1291.92
87120918,Malda,2024-04-12,Inactive,10,1017.63
25665997,Muzaffarnagar,2024-08-21,Regular,3,1188.16
48778633,Pimpri-Chinchwad,2023-12-13,New,14,609.63
89617089,Bidhannagar,2024-04-20,New,9,541.33
61877649,Nagaon,2023-10-25,Premium,12,1739.04
46185579,Siliguri,2024-08-18,Premium,3,1874.34
8734819,Surendranagar Dudhrej,2023-11-11,New,13,1466.9
46208150,Meerut,2024-02-05,New,3,1283.1
13189939,Bhopal,2024-05-04,Inactive,17,1906.92
93318833,Indore,2024-01-10,New,19,490.94
75640174,Akola,2024-07-26,Premium,2,1380.54
69415494,Rajkot,2023-03-23,New,9,706.67
58505903,Kottayam,2024-01-22,New,18,1079.81
90184276,Kurnool,2024-02-12,Inactive,1,580.47
5226128,Bhimavaram,2024-03-09,New,10,1049.1
99347871,Muzaffarnagar,2023-12-01,Regular,3,1535.03
57081917,Howrah,2023-12-16,Inactive,6,1378.87
18791381,Jamalpur,2024-03-02,Premium,1,1206.26
94979163,Kanpur,2024-05-14,New,7,1146.5
81822935,Nanded,2023-08-19,Regular,18,1808.94
63310076,Etawah,2024-05-15,Regular,17,1123.43
80862136,Ambattur,2024-03-31,Premium,16,393.28
64316806,Karnal,2024-07-07,Regular,2,836.58
37183511,Gopalpur,2024-07-29,New,13,1855.04
52085702,Fatehpur,2023-09-13,New,8,801.83
16376189,Chapra,2024-02-25,Premium,10,271.53
17132416,Solapur,2024-01-02,Regular,20,644.85
66440188,Haldia,2023-08-15,Premium,9,1976.52
10700664,Raebareli,2024-10-10,Regular,5,1535.01
12769552,Ratlam,2023-05-03,Regular,10,1316.09
89142848,Rajkot,2024-01-01,New,11,1459.23
32006907,Guwahati,2023-09-28,Regular,13,879.66
85072416,Loni,2024-01-03,New,20,467.12
23755474,Jodhpur,2024-09-13,Premium,9,854.81
26752630,Delhi,2024-09-25,Inactive,5,1340.67
59353207,Khammam,2023-05-31,Inactive,2,1618.52
12090436,Asansol,2023-03-19,Regular,18,1307.52
97419742,Adoni,2023-10-09,Inactive,7,1663.04
99772709,Tadepalligudem,2023-09-03,Regular,11,1905.19
88667557,Chennai,2024-04-16,New,10,792.85
4394659,Pune,2023-08-25,New,7,291.77
52757321,Bulandshahr,2024-04-26,New,11,1059.22
19275474,Lucknow,2024-10-22,New,14,698.12
55404382,Guntakal,2023-09-25,Premium,19,950.79
70084516,Pallavaram,2024-03-10,New,11,486.51
29265216,Bidar,2024-04-22,New,3,609.49
16785724,Vellore,2023-08-06,Regular,16,1768.52
14272050,Satna,2023-11-26,New,7,662.99
95736310,Morbi,2024-01-08,Premium,11,1954.12
14079305,Warangal,2024-09-08,Premium,17,567.1
71189232,New Delhi,2024-06-28,Inactive,14,1754.14
61486140,Amritsar,2023-12-15,Inactive,15,1967.78
76008165,Katihar,2024-02-07,Premium,6,1724.44
63060947,Hindupur,2024-06-11,New,18,1884.15
25706121,Srinagar,2024-03-03,Premium,12,1453.68
55803572,Rewa,2023-03-27,Premium,17,1237.96
38133873,Khammam,2024-04-13,Premium,10,770.71
73735548,Haldia,2023-06-11,Premium,7,554.65
12778027,New Delhi,2023-05-26,New,9,1513.18
42781544,Faridabad,2023-12-05,New,1,1248.16
78725001,Machilipatnam,2024-11-01,Regular,15,1105.15
20254516,Nandyal,2024-07-23,Inactive,18,1536.88
97928781,Gaya,2024-05-24,Inactive,2,1278.88
3875480,Berhampur,2024-05-26,Inactive,8,1863.49
27416314,Kanpur,2024-03-02,Inactive,3,820.6
77214094,Khammam,2023-07-09,New,6,1957.35
77661491,Hosur,2024-06-23,New,20,1628.56
10285414,Shimla,2023-07-13,Inactive,18,993.5
8205155,Sagar,2023-08-12,New,3,305.85
29361038,Aurangabad,2023-08-14,New,19,282.0
6319646,Udupi,2024-02-20,Regular,9,518.17
22738465,Narasaraopet,2023-07-02,Inactive,16,1903.09
37947202,Nandyal,2024-01-25,Regular,3,259.96
93284515,Mumbai,2023-12-01,New,2,1324.95
84161531,Rohtak,2024-07-12,Premium,19,1681.88
22293666,Saharsa,2023-04-09,New,2,1671.53
15236510,Serampore,2023-12-13,New,11,937.26
34787383,Anantapur,2024-10-12,Premium,17,292.41
18954314,Mau,2024-10-18,Inactive,6,1781.37
20298398,Ahmednagar,2023-12-22,New,1,1049.6
33617546,Bhopal,2024-09-24,New,12,239.2
76359458,Hosur,2023-07-22,New,2,1638.08
96640716,Sikar,2024-10-15,New,16,462.66
78847070,Anantapur,2023-07-27,Inactive,12,1918.04
27513158,Aizawl,2024-03-05,New,7,1387.81
65618148,Gandhinagar,2023-03-29,Inactive,9,1644.51
68307253,Dewas,2024-10-24,Premium,7,1547.07
87889031,Bhimavaram,2023-06-10,Regular,18,836.6
70243933,Mahbubnagar,2023-08-05,Regular,13,476.91
12141418,Ambala,2023-09-04,Inactive,5,862.68
60565603,Madhyamgram,2024-07-18,New,11,949.6
64906311,Sikar,2024-07-26,Inactive,10,1124.25
12851610,Proddatur,2024-08-06,Inactive,14,633.41
84937877,Guntur,2023-06-11,Premium,4,1863.17
49574186,Barasat,2024-09-17,Premium,13,625.97
65221572,Delhi,2024-03-04,New,17,1100.53
4758426,Vijayawada,2024-01-06,New,14,448.81
84826389,Sonipat,2023-11-28,Premium,13,1607.4
42102289,Raebareli,2024-09-05,New,20,1310.74
11063505,Udaipur,2024-11-01,New,2,1285.79
84862161,Farrukhabad,2024-02-14,New,12,1512.98
88520326,Asansol,2023-11-26,Premium,14,1537.05
8025622,Bulandshahr,2024-03-14,Regular,15,1160.55
99361865,Berhampur,2023-05-21,New,20,1423.56
40841791,Mysore,2023-06-26,New,4,851.79
20360447,Akola,2024-10-25,New,2,640.41
90647204,Muzaffarnagar,2023-10-14,New,13,1124.52
78748184,Karawal Nagar,2023-11-22,Regular,13,533.74
65121696,Mirzapur,2024-10-19,New,7,425.04
99729547,Gwalior,2023-12-07,New,17,1763.46
65692224,Jaunpur,2023-03-18,Regular,3,1053.33
22613559,Berhampur,2023-12-21,Premium,10,736.33
17749347,Panchkula,2024-07-26,Premium,15,1842.37
57526322,Kishanganj,2023-07-19,Premium,2,601.98
1589656,Gorakhpur,2024-05-26,Premium,13,1548.76
58085779,Berhampur,2024-08-09,New,19,1602.11
70221073,Etawah,2023-05-22,Premium,16,1074.21
77869660,Gandhinagar,2023-11-20,Premium,8,439.41
38957713,Uluberia,2023-08-05,New,19,935.68
51544662,Chinsurah,2023-12-17,New,15,1352.21
37309023,Guntur,2023-12-05,Premium,10,1270.38
99707100,Munger,2024-02-24,Inactive,9,1089.92
59643062,Aligarh,2024-09-27,Inactive,11,416.94
22227829,Bhiwani,2024-09-18,New,17,1386.69
20343501,Sasaram,2023-04-12,Inactive,19,1070.47
48409448,Ludhiana,2024-05-07,New,18,1652.89
55038040,Agartala,2024-01-14,New,8,505.03
34755436,Kolkata,2023-06-01,New,10,622.59
87463923,Katihar,2024-03-21,Inactive,5,216.98
28499191,Thoothukudi,2023-07-24,Premium,11,1018.2
37759707,Sultan Pur Majra,2023-10-02,Premium,12,924.06
26936578,Maheshtala,2024-04-05,Regular,5,1610.07
22020776,Bhiwandi,2023-05-23,Regular,10,714.21
47618810,Ghaziabad,2024-05-27,Inactive,17,1395.84
53605257,Haridwar,2023-09-23,Regular,3,444.54
28289030,Dehri,2024-10-11,Regular,11,1739.54
26935187,Chandrapur,2023-11-03,Premium,9,919.12
75944533,Jabalpur,2023-10-21,Inactive,19,577.89
31389750,Karaikudi,2023-08-18,New,18,1600.66
99784559,Allahabad,2024-07-14,Inactive,18,218.41
87450286,Asansol,2023-12-25,Premium,9,1856.86
94850985,Delhi,2023-11-08,New,8,1923.29
3660263,Phagwara,2023-05-27,Regular,10,1573.91
61982521,Faridabad,2023-11-29,Inactive,3,1995.09
29973346,Sambhal,2024-02-02,Premium,1,1786.85
894128,Durgapur,2023-07-20,Inactive,5,1323.32
40871915,Mehsana,2024-02-10,Premium,8,1636.24
41972994,Bhatpara,2023-07-21,Inactive,16,748.34
11082181,Kalyan-Dombivli,2024-02-15,Premium,6,624.4
26040510,Kadapa,2023-10-03,Premium,5,507.99
82770142,Karaikudi,2024-09-08,New,2,1834.58
46504355,Arrah,2023-04-04,Regular,15,294.04
40419593,Dibrugarh,2024-08-27,Inactive,20,787.07
31076002,Tinsukia,2023-05-19,New,5,1389.14
91590001,Kolhapur,2023-09-19,Premium,13,1304.73
76377003,Chandigarh,2024-08-07,Inactive,10,842.66
40626729,Tinsukia,2024-03-19,Regular,1,1921.19
50680889,Thoothukudi,2024-02-22,New,1,619.56
41439103,Junagadh,2024-09-20,Premium,6,1326.63
35782051,Mango,2023-11-26,New,1,1090.28
71252391,Kulti,2024-05-24,New,8,1558.97
56764791,Hindupur,2024-09-08,Regular,10,1226.1
50652909,Farrukhabad,2024-02-25,Regular,8,559.99
29451600,Amritsar,2023-04-15,New,5,1882.69
38114014,Mumbai,2024-01-03,New,12,1006.24
25977417,Berhampore,2024-04-13,Inactive,11,399.59
39418109,Navi Mumbai,2023-07-29,Inactive,19,928.13
80761521,Latur,2024-05-17,Inactive,5,850.56
54375571,Korba,2023-09-30,Premium,4,405.49
50968312,Maheshtala,2024-02-17,Inactive,13,1794.46
33829924,Kanpur,2023-12-18,New,18,615.52
29562072,Hindupur,2023-08-10,New,10,1449.0
4618801,Jodhpur,2023-11-16,Premium,11,201.56
30535703,Morbi,2024-06-06,Regular,3,301.96
10605484,Visakhapatnam,2024-05-17,Inactive,13,652.0
8164639,Gandhidham,2024-05-27,Premium,11,329.17
63360864,Bhopal,2024-03-28,Inactive,16,1804.42
2361575,Faridabad,2023-09-14,New,19,1993.09
59485034,Agartala,2023-03-20,New,1,1762.35
6025470,Sagar,2024-08-17,Premium,12,1599.39
31371112,Darbhanga,2023-11-17,Regular,5,231.41
14294171,Saharanpur,2023-12-23,Regular,1,1680.47
92245432,Tadipatri,2024-06-02,Premium,12,316.16
2928026,Ahmedabad,2024-03-20,New,9,280.45
98687927,Pali,2023-09-23,Premium,6,825.55
15796277,Loni,2024-08-02,New,19,1365.33
92604392,Faridabad,2023-11-16,Premium,10,909.0
77303171,Guna,2023-08-22,Inactive,19,452.86
24144240,Tezpur,2023-09-06,Regular,15,1938.81
74548003,Erode,2024-07-15,Regular,9,1412.04
8122530,Tadepalligudem,2023-05-30,Inactive,9,1493.48
97664747,Gulbarga,2024-03-21,Premium,9,1160.21
79960955,New Delhi,2023-05-23,New,18,381.62
99643057,Ichalkaranji,2024-11-01,Inactive,4,1677.24
1313292,Korba,2024-03-04,Inactive,20,1275.41
94453274,Aurangabad,2024-10-14,Regular,15,917.84
1588560,Anantapuram,2023-12-01,New,10,945.18
30029998,Hazaribagh,2024-09-01,New,9,863.3
37095171,Guna,2023-12-04,Inactive,10,1680.98
79773912,Jaunpur,2023-10-06,Regular,7,751.73
30317733,Durgapur,2024-06-28,Inactive,12,569.16
48188624,Chittoor,2024-02-19,Regular,11,320.69
59197894,Akola,2023-10-14,Inactive,19,1788.36
34697768,Aurangabad,2023-03-17,Regular,13,1965.2
82372427,Dehradun,2023-10-19,New,14,1515.62
41008070,Vijayawada,2024-05-01,New,1,1017.46
87220860,Kochi,2024-04-22,Regular,6,1474.44
19705695,Patiala,2024-07-26,Premium,6,816.6
60974181,Bahraich,2024-01-22,Premium,20,1122.83
90621147,Jhansi,2024-10-05,Premium,2,710.2
68661619,Darbhanga,2024-07-18,Inactive,1,1343.07
64748953,Hapur,2023-06-29,Inactive,2,1507.44
6579892,Silchar,2023-10-03,Regular,3,869.19
85747175,Rajkot,2023-11-27,Premium,3,245.0
30455484,Katni,2023-05-08,New,2,1001.64
37802267,Orai,2023-11-24,New,4,594.87
17341194,Burhanpur,2023-04-21,Premium,18,1530.18
22047134,Warangal,2024-10-26,Inactive,20,991.94
54893418,Dibrugarh,2024-02-14,Premium,13,1858.33
48647253,Warangal,2024-03-15,Inactive,12,1736.69
1705969,Surat,2024-05-23,Premium,20,877.0
59398136,Machilipatnam,2023-08-24,Regular,14,1205.76
94165062,Eluru,2023-08-16,Inactive,9,793.38
47206881,Nellore,2024-07-24,Premium,3,929.72
37915052,Jalna,2023-11-16,Regular,10,1499.16
98211325,Bhilai,2024-06-26,Regular,15,1044.86
76218218,Etawah,2024-05-04,Inactive,10,1170.57
58152923,Kishanganj,2023-07-04,Premium,18,1776.12
42262168,Avadi,2024-02-23,Regular,18,489.19
40256341,Mira-Bhayandar,2024-10-27,Regular,12,913.91
33998721,Bhilai,2024-02-11,New,8,245.84
49260858,Phagwara,2023-07-05,Regular,4,1855.11
22524981,South Dumdum,2023-10-28,New,14,343.23
50015282,Berhampore,2023-04-20,Regular,9,1392.05
98088303,Agartala,2023-08-22,New,9,1765.46
19425804,Jodhpur,2023-04-06,Inactive,10,1121.27
14974554,Baranagar,2024-10-10,New,9,805.9
25128143,Mahbubnagar,2024-11-02,Premium,18,1149.94
21524495,Katni,2024-01-05,Premium,9,236.96
49136375,Bathinda,2024-08-01,Inactive,19,1524.23
97507853,Chapra,2024-10-07,Regular,15,1654.66
68857118,Nanded,2024-06-23,New,4,1596.98
81183415,Imphal,2024-01-31,Regular,19,1980.66
91196901,Jabalpur,2024-04-15,Premium,11,1086.3
8228843,Bangalore,2024-07-06,Inactive,1,1215.61
50518311,Arrah,2024-08-31,Regular,16,1238.72
21779155,Guntur,2023-10-04,New,19,1190.95
94281220,Pondicherry,2024-05-05,Regular,1,325.65
15631726,Tezpur,2024-02-05,Inactive,11,664.87
9573071,Thrissur,2023-11-07,New,5,958.06
31026200,Kavali,2024-03-18,New,13,285.02
49457685,Kamarhati,2023-10-30,Inactive,10,487.34
82169898,Buxar,2024-03-21,Premium,12,1208.52
72132838,Raurkela Industrial Township,2023-10-28,Premium,8,567.13
954629,Begusarai,2024-02-26,New,14,1390.08
44139071,Belgaum,2024-01-16,Regular,8,923.09
6344345,Burhanpur,2024-10-03,Premium,19,1110.11
31981068,Shivpuri,2023-06-12,Regular,20,546.25
30788486,Bhimavaram,2024-03-01,New,11,328.57
48368085,Vijayanagaram,2024-10-31,Premium,5,477.1
82374625,Singrauli,2023-03-22,New,20,1923.64
75674671,Tadipatri,2024-04-01,New,13,1085.52
34668988,Nagpur,2023-08-10,Inactive,3,534.37
53354003,Raiganj,2024-09-23,New,13,1934.52
78732957,Malegaon,2024-08-12,New,8,1148.93
10210309,Kharagpur,2024-05-08,Inactive,13,515.07
23984022,Nagaon,2023-08-19,Regular,3,1519.51
95371787,Gudivada,2023-03-20,New,9,1312.28
89968482,Kottayam,2023-03-30,Regular,12,1883.93
31527100,Ratlam,2023-11-21,Inactive,12,1830.13
8791577,Madhyamgram,2023-08-29,Regular,1,1031.07
63217390,Deoghar,2023-07-18,Inactive,15,637.06
62526813,Nashik,2024-08-19,Inactive,6,1777.35
16561710,Baranagar,2023-09-16,New,12,1043.28
91550885,Alappuzha,2023-05-17,New,14,1404.12
75025941,Jalna,2023-03-26,Premium,15,323.12
90649019,Fatehpur,2023-04-07,New,18,1096.12
88550139,Nadiad,2024-08-11,New,3,1910.25
66932104,Shahjahanpur,2023-10-19,Premium,3,976.71
45481936,Munger,2023-08-04,Premium,3,1909.44
5961261,Varanasi,2023-06-28,Premium,17,309.79
17696094,Kirari Suleman Nagar,2024-09-18,New,16,1626.23
91408854,Vijayawada,2024-02-08,New,19,555.13
32203588,Berhampur,2024-04-06,Premium,9,1678.38
63339001,Noida,2023-09-09,New,12,682.32
45553300,Latur,2024-06-19,Premium,9,1713.65
67960179,Bidar,2024-06-28,Premium,10,1797.89
40085705,Kishanganj,2023-09-02,New,6,777.89
60700850,Tezpur,2024-07-22,Regular,2,812.35
12059049,Nizamabad,2024-09-23,Regular,17,235.4
52409516,Jabalpur,2023-04-23,Inactive,13,435.47
66269844,Ghaziabad,2023-08-23,Premium,4,1371.03
