order_id,product_id,quantity,unit_price,product_name,category,brand,mrp,margin_percentage,shelf_life_days,line_sales
2846340681,287070,2,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",521.38,15.0,365,886.34
963715332,771228,1,83.18,Pet Treats,Pet Care,Raja and Sons,127.97,35.0,365,83.18
2807634451,481843,3,297.68,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",457.97,35.0,90,893.04
3046341241,690565,1,951.27,Cookies,Snacks & Munchies,"Roy, Seth and Patla",1463.49,35.0,90,951.27
485687952,992178,3,632.43,Pain Reliever,Pharmacy,Basu and Sons,790.54,20.0,365,1897.29
7660904370,478531,1,825.46,Carrots,Fruits & Vegetables,Uppal Group,1100.61,25.0,3,825.46
9753033954,667163,1,441.2,Orange Juice,Cold Drinks & Juices,Palla LLC,630.29,30.0,180,441.2
9509887699,700048,2,141.28,Dish Soap,Household Care,Khalsa-Bhavsar,188.37,25.0,365,282.56
1054122071,473929,1,440.19,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",586.92,25.0,3,440.19
9135272808,952124,2,127.08,Onions,Fruits & Vegetables,"Wali, Sood and Bala",169.44,25.0,3,254.16
597447215,848226,1,209.59,Tomatoes,Fruits & Vegetables,Barad and Sons,279.45,25.0,3,209.59
5562099656,440875,2,275.03,Baby Wipes,Baby Care,Loyal Inc,392.9,30.0,365,550.06
4122736828,500633,1,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,193.12,20.0,7,154.5
7238138072,679284,3,877.89,Cough Syrup,Pharmacy,Pant LLC,1097.36,20.0,365,2633.67
6244736404,613942,1,545.0,Pet Treats,Pet Care,"Dyal, Saraf and Goel",838.46,35.0,365,545.0
1297341963,564692,1,215.65,Cat Food,Pet Care,"Krishna, Bail and Dyal",331.77,35.0,365,215.65
3842442278,567671,1,418.48,Biscuits,Snacks & Munchies,Nagar LLC,643.82,35.0,90,418.48
9576684860,587645,2,801.81,Vitamins,Pharmacy,"Sura, Pillay and Mammen",1002.26,20.0,365,1603.62
1592757566,124290,2,39.65,Lotion,Personal Care,Sachdev Group,61.0,35.0,365,79.3
5060677329,264803,3,995.98,Vitamins,Pharmacy,Gole-Doshi,1244.97,20.0,365,2987.94
2241930006,26060,3,342.94,Vitamins,Pharmacy,Shah and Sons,428.67,20.0,365,1028.82
3246505078,677169,1,261.03,Cough Syrup,Pharmacy,Char-Divan,326.29,20.0,365,261.03
5870152806,659290,1,319.34,Cheese,Dairy & Breakfast,Kapadia-D’Alia,399.17,20.0,7,319.34
8919999754,564692,3,215.65,Cat Food,Pet Care,"Krishna, Bail and Dyal",331.77,35.0,365,646.95
1080338783,433521,2,321.33,Diapers,Baby Care,Mahal Group,459.04,30.0,365,642.66
4641905606,112390,3,877.98,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",1350.74,35.0,365,2633.94
9456413999,839170,2,481.63,Curd,Dairy & Breakfast,Shetty and Sons,602.04,20.0,7,963.26
4764056827,767398,2,22.14,Dish Soap,Household Care,"Arya, Sundaram and Pingle",29.52,25.0,365,44.28
5168057633,272170,2,140.8,Ice Cream,Instant & Frozen Food,Purohit Group,234.67,40.0,180,281.6
1442559656,240179,2,90.56,Cough Syrup,Pharmacy,Ram-Suri,113.2,20.0,365,181.12
6590257283,435929,3,856.89,Toilet Cleaner,Household Care,Memon Ltd,1142.52,25.0,365,2570.67
3429671763,473929,1,440.19,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",586.92,25.0,3,440.19
4750086089,563740,1,96.33,Chips,Snacks & Munchies,Mann-Kapadia,148.2,35.0,90,96.33
3204128006,41853,3,910.44,Curd,Dairy & Breakfast,Handa PLC,1138.05,20.0,7,2731.32
3171917027,56589,3,517.77,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",647.21,20.0,365,1553.31
8814047085,764014,2,612.04,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",720.05,15.0,365,1224.08
1889723479,317242,1,198.15,Pulses,Grocery & Staples,Rastogi Group,233.12,15.0,365,198.15
942025494,888807,3,230.58,Bread,Dairy & Breakfast,Arya Group,288.23,20.0,7,691.74
4104444500,807452,1,144.19,Pulses,Grocery & Staples,Naik Ltd,169.64,15.0,365,144.19
7562260313,217710,2,58.59,Eggs,Dairy & Breakfast,Rout-Sarna,73.24,20.0,7,117.18
7140244766,942001,1,671.55,Cat Food,Pet Care,Acharya Ltd,1033.15,35.0,365,671.55
7967974077,448752,3,160.07,Toilet Cleaner,Household Care,Batta-Doctor,213.43,25.0,365,480.21
7456822422,962054,2,16.86,Orange Juice,Cold Drinks & Juices,Toor-Nagar,24.09,30.0,180,33.72
4813468096,516376,3,877.43,Onions,Fruits & Vegetables,Agarwal-Dhar,1169.91,25.0,3,2632.29
8618576020,382511,1,702.54,Butter,Dairy & Breakfast,Bora-Thakkar,878.17,20.0,7,702.54
3727646442,913428,3,392.22,Pet Treats,Pet Care,Narayanan-Kumar,603.42,35.0,365,1176.66
9208156337,319388,3,657.8,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,939.71,30.0,180,1973.3999999999999
8328118787,500633,3,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,193.12,20.0,7,463.5
580528836,11422,3,127.16,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,169.55,25.0,3,381.48
3350662630,927651,1,426.72,Baby Wipes,Baby Care,Narula Group,609.6,30.0,365,426.72
6716381725,328457,1,858.57,Mango Drink,Cold Drinks & Juices,Hayre-Shere,1226.53,30.0,180,858.57
2249567137,897083,3,972.69,Detergent,Household Care,Dutta-Halder,1296.92,25.0,365,2918.07
7484465509,706112,3,478.79,Vitamins,Pharmacy,"Magar, Gara and Garg",598.49,20.0,365,1436.3700000000001
2577208156,615545,1,448.16,Soap,Personal Care,Barman Inc,689.48,35.0,365,448.16
3321905621,820541,3,576.22,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",768.29,25.0,365,1728.66
6686839282,726958,2,887.48,Cat Food,Pet Care,Doctor-Patla,1365.35,35.0,365,1774.96
5095558661,970529,3,827.44,Diapers,Baby Care,"Kurian, Patla and Sanghvi",1182.06,30.0,365,2482.32
112658009,604184,1,397.55,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",530.07,25.0,365,397.55
1343610513,925482,2,475.04,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,791.73,40.0,180,950.08
7190610535,990993,3,263.7,Chocolates,Snacks & Munchies,Guha-Subramaniam,405.69,35.0,90,791.0999999999999
5069426001,41853,1,910.44,Curd,Dairy & Breakfast,Handa PLC,1138.05,20.0,7,910.44
5655369002,6405,2,236.51,Baby Food,Baby Care,Kashyap-Reddy,337.87,30.0,365,473.02
5761530160,349294,1,934.75,Onions,Fruits & Vegetables,Ganesan Ltd,1246.33,25.0,3,934.75
4772519706,257719,1,281.73,Eggs,Dairy & Breakfast,Chaudhuri PLC,352.16,20.0,7,281.73
8209051735,336847,3,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen and More",1249.31,25.0,365,2810.94
4870391666,324809,1,608.0,Bread,Dairy & Breakfast,Sidhu PLC,760.0,20.0,7,608.0
7777975083,684939,1,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",1119.92,35.0,365,727.95
8713948756,837480,2,217.4,Cough Syrup,Pharmacy,Edwin and Sons,271.75,20.0,365,434.8
6191050157,365133,3,915.45,Dish Soap,Household Care,Hans Inc,1220.6,25.0,365,2746.3500000000004
4060449266,953175,1,225.21,Baby Food,Baby Care,Sehgal-Nagarajan,321.73,30.0,365,225.21
5657605506,451933,3,568.94,Wheat Flour,Grocery & Staples,Nadig Ltd,669.34,15.0,365,1706.8200000000002
8851743592,385113,1,816.38,Lotion,Personal Care,"Sampath, Mane and Mody",1255.97,35.0,365,816.38
4689717606,473929,1,440.19,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",586.92,25.0,3,440.19
2860246948,859361,1,432.39,Shampoo,Personal Care,Mitter Group,665.22,35.0,365,432.39
2875550803,366066,3,918.58,Soap,Personal Care,Mandal LLC,1413.2,35.0,365,2755.7400000000002
5340575011,6405,2,236.51,Baby Food,Baby Care,Kashyap-Reddy,337.87,30.0,365,473.02
7717156533,820973,1,114.52,Baby Wipes,Baby Care,Lall LLC,163.6,30.0,365,114.52
8297255359,354409,1,325.08,Pulses,Grocery & Staples,Bose-Pandit,382.45,15.0,365,325.08
7873234939,367391,1,939.55,Baby Wipes,Baby Care,Talwar and Sons,1342.21,30.0,365,939.55
3668515922,328457,3,858.57,Mango Drink,Cold Drinks & Juices,Hayre-Shere,1226.53,30.0,180,2575.71
8356690330,566052,2,87.3,Pain Reliever,Pharmacy,"Apte, Soman and Raju",109.12,20.0,365,174.6
3508620293,991434,1,237.62,Cookies,Snacks & Munchies,Mital-Oza,365.57,35.0,90,237.62
9998297778,709916,3,33.76,Detergent,Household Care,Varkey LLC,45.01,25.0,365,101.28
3898421710,187399,2,53.49,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,89.15,40.0,180,106.98
3960980694,927651,1,426.72,Baby Wipes,Baby Care,Narula Group,609.6,30.0,365,426.72
5008395294,131136,3,37.8,Salt,Grocery & Staples,Deshpande-Rama,44.47,15.0,365,113.39999999999999
3722869004,337168,3,545.49,Eggs,Dairy & Breakfast,Dasgupta PLC,681.86,20.0,7,1636.47
8391555591,644847,1,622.81,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",732.72,15.0,365,622.81
8063730776,196719,3,217.5,Bananas,Fruits & Vegetables,Yogi Group,290.0,25.0,3,652.5
9052752169,114414,2,832.06,Vitamins,Pharmacy,Kara-Golla,1040.07,20.0,365,1664.12
7471416647,927651,2,426.72,Baby Wipes,Baby Care,Narula Group,609.6,30.0,365,853.44
848332407,555121,2,354.91,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",473.21,25.0,3,709.82
4062701987,194682,1,912.29,Iced Tea,Cold Drinks & Juices,Sastry-Issac,1303.27,30.0,180,912.29
8723912832,455755,3,44.09,Detergent,Household Care,Mangal-Sathe,58.79,25.0,365,132.27
9099298435,89084,3,598.83,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",748.54,20.0,7,1796.4900000000002
5645691241,77308,2,223.27,Onions,Fruits & Vegetables,Ratta-Sagar,297.69,25.0,3,446.54
8258019846,734789,1,395.82,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",608.95,35.0,90,395.82
2732162016,305754,3,979.99,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,1633.32,40.0,180,2939.9700000000003
1561902412,679321,1,738.46,Cola,Cold Drinks & Juices,Khurana-Dewan,1054.94,30.0,180,738.46
8979476889,256051,3,400.92,Lotion,Personal Care,"Mannan, Naidu and Sama",616.8,35.0,365,1202.76
8373953053,679284,3,877.89,Cough Syrup,Pharmacy,Pant LLC,1097.36,20.0,365,2633.67
7021309133,992178,3,632.43,Pain Reliever,Pharmacy,Basu and Sons,790.54,20.0,365,1897.29
3447085029,337168,2,545.49,Eggs,Dairy & Breakfast,Dasgupta PLC,681.86,20.0,7,1090.98
9284767341,470449,1,827.77,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,1379.62,40.0,180,827.77
9770431940,679321,2,738.46,Cola,Cold Drinks & Juices,Khurana-Dewan,1054.94,30.0,180,1476.92
9650124390,123983,2,785.67,Cough Syrup,Pharmacy,Kurian-Chhabra,982.09,20.0,365,1571.34
9826894858,319388,2,657.8,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,939.71,30.0,180,1315.6
4466839873,77308,1,223.27,Onions,Fruits & Vegetables,Ratta-Sagar,297.69,25.0,3,223.27
4331471900,762527,2,690.08,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",1061.66,35.0,90,1380.16
5777824005,945635,2,778.9,Pulses,Grocery & Staples,Balasubramanian PLC,916.35,15.0,365,1557.8
8795242622,33797,3,888.12,Pain Reliever,Pharmacy,Gaba LLC,1110.15,20.0,365,2664.36
8561878376,555121,3,354.91,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",473.21,25.0,3,1064.73
2113243643,644847,3,622.81,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",732.72,15.0,365,1868.4299999999998
8497820340,327290,2,862.28,Sugar,Grocery & Staples,Nadkarni Inc,1014.45,15.0,365,1724.56
3167184563,798639,1,211.25,Eggs,Dairy & Breakfast,Subramaniam LLC,264.06,20.0,7,211.25
9997121955,739534,2,994.56,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",1326.08,25.0,365,1989.12
2954397481,272170,1,140.8,Ice Cream,Instant & Frozen Food,Purohit Group,234.67,40.0,180,140.8
8125884987,764014,3,612.04,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",720.05,15.0,365,1836.12
3765873352,365132,3,229.38,Instant Noodles,Instant & Frozen Food,Dar-Kumar,382.3,40.0,180,688.14
7733310993,820541,1,576.22,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",768.29,25.0,365,576.22
738093341,257719,2,281.73,Eggs,Dairy & Breakfast,Chaudhuri PLC,352.16,20.0,7,563.46
1837574319,851978,3,715.72,Vitamins,Pharmacy,Parsa-Bala,894.65,20.0,365,2147.16
2468420564,365133,2,915.45,Dish Soap,Household Care,Hans Inc,1220.6,25.0,365,1830.9
5368005763,237083,2,577.13,Cough Syrup,Pharmacy,Hayer-Banerjee,721.41,20.0,365,1154.26
3823949592,39154,2,946.86,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",1262.48,25.0,3,1893.72
6298008063,585299,3,799.46,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",1229.94,35.0,365,2398.38
2499190829,679284,2,877.89,Cough Syrup,Pharmacy,Pant LLC,1097.36,20.0,365,1755.78
491116137,237083,2,577.13,Cough Syrup,Pharmacy,Hayer-Banerjee,721.41,20.0,365,1154.26
2206269404,642612,1,517.03,Pet Treats,Pet Care,Pillay-Ahuja,795.43,35.0,365,517.03
1330806043,760684,3,71.6,Rice,Grocery & Staples,Kanda-Gupta,84.24,15.0,365,214.79999999999998
6770858376,654297,2,13.25,Potatoes,Fruits & Vegetables,Chandran-Dass,17.67,25.0,3,26.5
4466716432,799459,3,852.02,Vitamins,Pharmacy,"Garg, Kari and Kapur",1065.02,20.0,365,2556.06
8292554686,478531,2,825.46,Carrots,Fruits & Vegetables,Uppal Group,1100.61,25.0,3,1650.92
4204069161,34200,2,319.8,Lotion,Personal Care,Munshi-Grewal,492.0,35.0,365,639.6
2163079658,661577,3,720.95,Cat Food,Pet Care,Majumdar PLC,1109.15,35.0,365,2162.8500000000004
6971561757,578097,3,267.61,Nuts,Snacks & Munchies,Jha Group,411.71,35.0,90,802.83
7965253060,739534,3,994.56,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",1326.08,25.0,365,2983.68
8939040193,36412,3,397.68,Dish Soap,Household Care,Muni-Shankar,530.24,25.0,365,1193.04
8322028211,451812,2,530.85,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",663.56,20.0,365,1061.7
6865922682,914071,2,296.94,Chips,Snacks & Munchies,Datta Ltd,456.83,35.0,90,593.88
5912729079,871592,1,870.29,Carrots,Fruits & Vegetables,"Shankar, Nadkarni and Kumer",1160.39,25.0,3,870.29
8764776130,82484,1,914.88,Baby Food,Baby Care,Mallick PLC,1306.97,30.0,365,914.88
7769965629,747801,2,277.76,Toilet Cleaner,Household Care,Saha-Vora,370.35,25.0,365,555.52
2166463032,851978,1,715.72,Vitamins,Pharmacy,Parsa-Bala,894.65,20.0,365,715.72
7035343259,853932,1,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,1344.56,30.0,365,941.19
8914775994,91670,3,439.24,Dish Soap,Household Care,Barman-Ahluwalia,585.65,25.0,365,1317.72
7565647347,726958,2,887.48,Cat Food,Pet Care,Doctor-Patla,1365.35,35.0,365,1774.96
6172215120,714999,3,882.51,Bread,Dairy & Breakfast,Kala Group,1103.14,20.0,7,2647.5299999999997
4043585691,760684,3,71.6,Rice,Grocery & Staples,Kanda-Gupta,84.24,15.0,365,214.79999999999998
3735186180,120532,1,697.53,Wheat Flour,Grocery & Staples,Nazareth Ltd,820.62,15.0,365,697.53
5281459433,194682,1,912.29,Iced Tea,Cold Drinks & Juices,Sastry-Issac,1303.27,30.0,180,912.29
424087401,51036,1,931.61,Baby Food,Baby Care,Karnik PLC,1330.87,30.0,365,931.61
884327245,679321,2,738.46,Cola,Cold Drinks & Juices,Khurana-Dewan,1054.94,30.0,180,1476.92
6318008970,952124,3,127.08,Onions,Fruits & Vegetables,"Wali, Sood and Bala",169.44,25.0,3,381.24
3792751421,914071,2,296.94,Chips,Snacks & Munchies,Datta Ltd,456.83,35.0,90,593.88
5471255539,578097,1,267.61,Nuts,Snacks & Munchies,Jha Group,411.71,35.0,90,267.61
9917290378,991434,2,237.62,Cookies,Snacks & Munchies,Mital-Oza,365.57,35.0,90,475.24
208989475,432617,2,863.18,Baby Wipes,Baby Care,Dora-Pillai,1233.11,30.0,365,1726.36
7672827556,903336,1,551.88,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",649.27,15.0,365,551.88
3792912325,36412,3,397.68,Dish Soap,Household Care,Muni-Shankar,530.24,25.0,365,1193.04
2478533601,349294,2,934.75,Onions,Fruits & Vegetables,Ganesan Ltd,1246.33,25.0,3,1869.5
2255745327,764014,1,612.04,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",720.05,15.0,365,612.04
8612261848,672059,1,672.73,Toothpaste,Personal Care,Kaur-Gola,1034.97,35.0,365,672.73
6949810049,63769,2,878.07,Lotion,Personal Care,Dalal-Shan,1350.88,35.0,365,1756.14
2399456941,812607,2,416.65,Potatoes,Fruits & Vegetables,Rege Group,555.53,25.0,3,833.3
6292969164,222892,3,869.22,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,1158.96,25.0,3,2607.66
2929485756,365132,1,229.38,Instant Noodles,Instant & Frozen Food,Dar-Kumar,382.3,40.0,180,229.38
8757869416,435929,1,856.89,Toilet Cleaner,Household Care,Memon Ltd,1142.52,25.0,365,856.89
2653966619,706112,2,478.79,Vitamins,Pharmacy,"Magar, Gara and Garg",598.49,20.0,365,957.58
336103625,500633,3,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,193.12,20.0,7,463.5
3727289407,564692,3,215.65,Cat Food,Pet Care,"Krishna, Bail and Dyal",331.77,35.0,365,646.95
701250513,243235,2,109.03,Cat Food,Pet Care,Batta Inc,167.74,35.0,365,218.06
101816977,677169,2,261.03,Cough Syrup,Pharmacy,Char-Divan,326.29,20.0,365,522.06
7838223552,952124,1,127.08,Onions,Fruits & Vegetables,"Wali, Sood and Bala",169.44,25.0,3,127.08
4123140013,807452,2,144.19,Pulses,Grocery & Staples,Naik Ltd,169.64,15.0,365,288.38
9821008306,131748,3,81.35,Dog Food,Pet Care,"Shroff, Wason and Dugar",125.15,35.0,365,244.04999999999998
5414882934,990993,1,263.7,Chocolates,Snacks & Munchies,Guha-Subramaniam,405.69,35.0,90,263.7
9257313140,925482,3,475.04,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,791.73,40.0,180,1425.1200000000001
3857021231,561860,2,874.78,Orange Juice,Cold Drinks & Juices,Gupta Ltd,1249.69,30.0,180,1749.56
1606381345,784673,1,491.39,Dog Food,Pet Care,Ramanathan Group,755.98,35.0,365,491.39
239830094,317242,3,198.15,Pulses,Grocery & Staples,Rastogi Group,233.12,15.0,365,594.45
580582858,274207,1,328.51,Cough Syrup,Pharmacy,"Savant, Batta and Mander",410.64,20.0,365,328.51
4191340899,642612,3,517.03,Pet Treats,Pet Care,Pillay-Ahuja,795.43,35.0,365,1551.09
1013630716,9436,2,88.43,Toothpaste,Personal Care,Naidu PLC,136.05,35.0,365,176.86
8220017366,894539,3,445.48,Dish Soap,Household Care,"Pall, Sule and Sood",593.97,25.0,365,1336.44
4353485612,324809,1,608.0,Bread,Dairy & Breakfast,Sidhu PLC,760.0,20.0,7,608.0
8682172393,891833,1,493.19,Curd,Dairy & Breakfast,Mani PLC,616.49,20.0,7,493.19
4085089017,925482,1,475.04,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,791.73,40.0,180,475.04
1287686307,563740,1,96.33,Chips,Snacks & Munchies,Mann-Kapadia,148.2,35.0,90,96.33
4425450216,365132,2,229.38,Instant Noodles,Instant & Frozen Food,Dar-Kumar,382.3,40.0,180,458.76
7799346570,540618,2,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,487.77,35.0,90,634.1
5917975686,927651,1,426.72,Baby Wipes,Baby Care,Narula Group,609.6,30.0,365,426.72
9588500388,712003,2,671.68,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",959.54,30.0,180,1343.36
3963207709,274207,1,328.51,Cough Syrup,Pharmacy,"Savant, Batta and Mander",410.64,20.0,365,328.51
2217466286,992178,1,632.43,Pain Reliever,Pharmacy,Basu and Sons,790.54,20.0,365,632.43
7130088913,712003,3,671.68,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",959.54,30.0,180,2015.04
9064682961,799688,3,309.62,Lotion,Personal Care,Arora LLC,476.34,35.0,365,928.86
6060156146,930284,1,189.47,Baby Food,Baby Care,"Garg, Saraf and Dutta",270.67,30.0,365,189.47
3106610673,444361,2,822.63,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",1028.29,20.0,365,1645.26
442408751,661577,1,720.95,Cat Food,Pet Care,Majumdar PLC,1109.15,35.0,365,720.95
353571238,552496,3,508.0,Dish Soap,Household Care,Dhar PLC,677.33,25.0,365,1524.0
4670530333,120385,1,597.91,Pet Treats,Pet Care,Dubey-Sarin,919.86,35.0,365,597.91
4961370923,832348,2,831.43,Biscuits,Snacks & Munchies,Jani-Ram,1279.12,35.0,90,1662.86
8946821991,462526,1,449.97,Curd,Dairy & Breakfast,Pau and Sons,562.46,20.0,7,449.97
5720622852,264803,2,995.98,Vitamins,Pharmacy,Gole-Doshi,1244.97,20.0,365,1991.96
7305353953,798639,3,211.25,Eggs,Dairy & Breakfast,Subramaniam LLC,264.06,20.0,7,633.75
1402723627,60619,3,726.41,Iced Tea,Cold Drinks & Juices,Bhasin LLC,1037.73,30.0,180,2179.23
9820620357,240179,3,90.56,Cough Syrup,Pharmacy,Ram-Suri,113.2,20.0,365,271.68
1930286155,953175,2,225.21,Baby Food,Baby Care,Sehgal-Nagarajan,321.73,30.0,365,450.42
6759029950,712003,1,671.68,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",959.54,30.0,180,671.68
9032188284,52729,3,316.02,Cat Food,Pet Care,Saini LLC,486.18,35.0,365,948.06
9490161602,679321,3,738.46,Cola,Cold Drinks & Juices,Khurana-Dewan,1054.94,30.0,180,2215.38
8565257085,762527,3,690.08,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",1061.66,35.0,90,2070.2400000000002
4884845960,34186,3,925.65,Mangoes,Fruits & Vegetables,Mandal-Kar,1234.2,25.0,3,2776.95
6181604084,15314,2,578.85,Cheese,Dairy & Breakfast,Banik-Ratta,723.56,20.0,7,1157.7
2718508408,91670,1,439.24,Dish Soap,Household Care,Barman-Ahluwalia,585.65,25.0,365,439.24
8354866000,679865,1,347.91,Wheat Flour,Grocery & Staples,Memon-Barad,409.31,15.0,365,347.91
8025728977,952124,1,127.08,Onions,Fruits & Vegetables,"Wali, Sood and Bala",169.44,25.0,3,127.08
6531356394,487931,3,709.08,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",834.21,15.0,365,2127.2400000000002
5489184758,927651,1,426.72,Baby Wipes,Baby Care,Narula Group,609.6,30.0,365,426.72
1377599881,492958,2,84.2,Lotion,Personal Care,Acharya PLC,129.54,35.0,365,168.4
227162938,991434,2,237.62,Cookies,Snacks & Munchies,Mital-Oza,365.57,35.0,90,475.24
3449083612,284460,2,505.95,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",674.6,25.0,3,1011.9
5662514948,240179,1,90.56,Cough Syrup,Pharmacy,Ram-Suri,113.2,20.0,365,90.56
2034571482,327290,3,862.28,Sugar,Grocery & Staples,Nadkarni Inc,1014.45,15.0,365,2586.84
348782569,644847,1,622.81,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",732.72,15.0,365,622.81
8697396531,658389,3,152.55,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",234.69,35.0,90,457.65000000000003
3538455450,799688,3,309.62,Lotion,Personal Care,Arora LLC,476.34,35.0,365,928.86
7513290139,954722,1,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk,1027.42,40.0,180,616.45
8320461939,432617,2,863.18,Baby Wipes,Baby Care,Dora-Pillai,1233.11,30.0,365,1726.36
8217899522,107548,3,891.6,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",1273.71,30.0,180,2674.8
4217056877,131748,3,81.35,Dog Food,Pet Care,"Shroff, Wason and Dugar",125.15,35.0,365,244.04999999999998
3684167813,354409,1,325.08,Pulses,Grocery & Staples,Bose-Pandit,382.45,15.0,365,325.08
5351904164,82484,1,914.88,Baby Food,Baby Care,Mallick PLC,1306.97,30.0,365,914.88
2731829604,672059,2,672.73,Toothpaste,Personal Care,Kaur-Gola,1034.97,35.0,365,1345.46
7162485958,120532,3,697.53,Wheat Flour,Grocery & Staples,Nazareth Ltd,820.62,15.0,365,2092.59
4830502113,848226,2,209.59,Tomatoes,Fruits & Vegetables,Barad and Sons,279.45,25.0,3,419.18
9797013595,39154,2,946.86,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",1262.48,25.0,3,1893.72
9487843345,587420,2,357.42,Cookies,Snacks & Munchies,Raj and Sons,549.88,35.0,90,714.84
2148242015,219598,3,367.08,Shampoo,Personal Care,Arora-Magar,564.74,35.0,365,1101.24
7465258008,615545,1,448.16,Soap,Personal Care,Barman Inc,689.48,35.0,365,448.16
8875274470,807452,3,144.19,Pulses,Grocery & Staples,Naik Ltd,169.64,15.0,365,432.57
7049717910,82484,2,914.88,Baby Food,Baby Care,Mallick PLC,1306.97,30.0,365,1829.76
4829897426,697683,2,123.74,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",164.99,25.0,365,247.48
3532186218,481843,3,297.68,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",457.97,35.0,90,893.04
6897674900,237083,1,577.13,Cough Syrup,Pharmacy,Hayer-Banerjee,721.41,20.0,365,577.13
163895717,654623,2,422.14,Chips,Snacks & Munchies,Pradhan and Sons,649.45,35.0,90,844.28
9857592403,661577,1,720.95,Cat Food,Pet Care,Majumdar PLC,1109.15,35.0,365,720.95
2521197661,585299,1,799.46,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",1229.94,35.0,365,799.46
488314125,839170,2,481.63,Curd,Dairy & Breakfast,Shetty and Sons,602.04,20.0,7,963.26
5073549838,385113,3,816.38,Lotion,Personal Care,"Sampath, Mane and Mody",1255.97,35.0,365,2449.14
6399568661,965755,3,532.57,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",710.09,25.0,3,1597.71
3672658084,194682,3,912.29,Iced Tea,Cold Drinks & Juices,Sastry-Issac,1303.27,30.0,180,2736.87
8273236145,366066,3,918.58,Soap,Personal Care,Mandal LLC,1413.2,35.0,365,2755.7400000000002
3411233779,500633,1,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,193.12,20.0,7,154.5
8024667539,354409,3,325.08,Pulses,Grocery & Staples,Bose-Pandit,382.45,15.0,365,975.24
6112199794,397973,1,728.73,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",971.64,25.0,3,728.73
